Placa,Pais,Plot,Site,Provincia,Nro_Plot,Altitud_plot,Latitud_plot,Longitud_plot,Family,Genus,Species,Scientific_name,POM,IND3,DAP3,HT3,Code3,BA3,Year3,code notes names
100,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,17.7,14.63531062,,0.024605739,2019,Genus id number plot
101,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Melastomataceae,Meriania,maxima,Meriania maxima,1.7,1,25,18.03321678,,0.049087385,2019,ID_spp
102,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,11.6,10.92730594,,0.010568318,2019,Genus id number plot
103,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Chloranthaceae,Hedyosmum,cuatrecazanum,Hedyosmum cuatrecazanum,1.3,1,15.7,13.52363257,,0.019359279,2019,ID_spp
104,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Chloranthaceae,Hedyosmum,cuatrecazanum,Hedyosmum cuatrecazanum,1.3,0,,,K,0,2019,ID_spp
105,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,1,8.5,8.616953317,,0.005674502,2019,ID_spp
106,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.5,1,24.9,17.9925394,,0.048695472,2019,Genus id number plot
107,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Cyatheaceae,Cyathea,corallifera,Cyathea corallifera,1.3,1,18.7,15.158389,,0.027464588,2019,ID_spp
108,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.7,8.776577017,,0.005944679,2019,ID_spp
109.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,1,6.2,6.661770833,,0.003019071,2019,cf
109.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,0,,,K,0,2019,cf
110,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,1,10,9.777251185,,0.007853982,2019,ID_spp
111,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Rubiaceae,Cinchona,pubescens,Cinchona pubescens,1.3,1,12,11.20180995,,0.011309734,2019,ID_spp
112,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,1,8.8,8.855804878,,0.006082123,2019,cf
113,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Urticaceae,Boehmeria,caudata,Boehmeria caudata,1.3,1,6.9,7.281176471,,0.003739281,2019,ID_spp
114,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,1.3,0,,,K,0,2019,ID_spp
115,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Cuatresia,cuspidata,Cuatresia cuspidata,1.3,1,6.6,7.018453608,,0.003421194,2019,ID_spp
116,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Cuatresia,cuspidata,Cuatresia cuspidata,1.3,1,5.7,6.205329815,,0.002551759,2019,ID_spp
117,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Araceae,Xanthosoma,sagittifolium,Xanthosoma sagittifolium,1.3,0,,,K,0,2019,ID_spp
118.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,crassinervium,Piper crassinervium,1.3,1,7.9,8.128528678,,0.00490167,2019,ID_spp
118.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,crassinervium,Piper crassinervium,1.3,1,7.9,8.128528678,,0.00490167,2019,ID_spp
119,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Rubiaceae,Cinchona,pubescens,Cinchona pubescens,1.3,1,26.8,18.74183051,,0.056410438,2019,ID_spp
120,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Cuatresia,cuspidata,Cuatresia cuspidata,1.3,1,5.9,6.389343832,,0.002733971,2019,ID_spp
121,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Cuatresia,cuspidata,Cuatresia cuspidata,1.3,1,5.5,6.019363395,,0.002375829,2019,ID_spp
122,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.8,1,34.8,21.43056716,,0.095114859,2019,Genus id number plot
123,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Fabaceae,Inga,alatocarpa,Inga alatocarpa,1.6,1,22.3,16.88253211,,0.039057065,2019,ID_spp
124,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Araliaceae,Dendropanax,macrophyllus,Dendropanax macrophyllus,1.75,1,42.3,23.42681879,,0.140530508,2019,ID_spp
125,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Moraceae,Ficus,macbridei,Ficus macbridei,1.6,1,44.3,23.89304575,,0.154133604,2019,ID_spp
126,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lamiaceae,Aegiphila,cf.lopez-palacii var. pubescens,Aegiphila cf.lopez-palacii var. pubescens,1.5,0,,,K,0,2019,cf-var
127,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Aiouea,palaciosii,Aiouea palaciosii,1.3,1,7,7.367857143,,0.003848451,2019,ID_spp
128,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Clusiaceae,Chrysochlamys,dependens,Chrysochlamys dependens,1.5,1,16.5,13.97926078,,0.021382465,2019,ID_spp
129.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,1,10.2,9.925754717,,0.008171282,2019,ID_spp
129.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,1,5.1,5.641447721,,0.002042821,2019,ID_spp
130,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Moraceae,Ficus,macbridei,Ficus macbridei,1.45,1,9,9.013106796,,0.006361725,2019,ID_spp
131,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Moraceae,Morus,insignis,Morus insignis,1.8,1,38.2,22.38823864,,0.114608442,2019,ID_spp
132,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.5,1,6.6,7.018453608,,0.003421194,2019,ID_spp
133,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,0,,,K,0,2019,ID_spp
134,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,6.9,7.281176471,,0.003739281,2019,ID_spp
135,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,obtusata,Nectandra obtusata,1.5,1,6.1,6.571436031,,0.002922467,2019,ID_spp
136,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Sapindaceae,Allophylus,excelsus,Allophylus excelsus,1.3,1,6.3,6.751636364,,0.003117245,2019,ID_spp
137,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Meliaceae,Cedrela,montana,Cedrela montana,1.3,1,8.5,8.616953317,,0.005674502,2019,ID_spp
138,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Beilschmiedia,pendula,Beilschmiedia pendula,1.3,1,14.8,12.99251064,,0.017203361,2019,ID_spp
139,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Sapium,laurifolium,Sapium laurifolium,1.5,1,6.9,7.281176471,,0.003739281,2019,ID_spp
140,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Clusiaceae,Tovomita,croatii,Tovomita croatii,1.3,1,6.5,6.92997416,,0.003318307,2019,ID_spp
141,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.5,1,6.8,7.194051282,,0.003631681,2019,ID_spp
142,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.1,8.292952854,,0.005152997,2019,ID_spp
143.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.5,1,6.4,6.841036269,,0.003216991,2019,ID_spp
143.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.9,1,6.6,7.018453608,,0.003421194,2019,ID_spp
143.3,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,5.4,5.925638298,,0.002290221,2019,ID_spp
144,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Tetrorchidium,euryphyllum,Tetrorchidium euryphyllum,1.45,0,,,K,0,2019,ID_spp
145,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Moraceae,Ficus,cf.citrifolia,Ficus cf.citrifolia,1.3,1,15,13.11228814,,0.017671459,2019,cf
146,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Meliaceae,Guarea,kunthiana,Guarea kunthiana,1.3,1,5.9,6.389343832,,0.002733971,2019,ID_spp
147,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Clusiaceae,Tovomita,croatii,Tovomita croatii,1.45,1,6.9,7.281176471,,0.003739281,2019,ID_spp
148,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Sapium,laurifolium,Sapium laurifolium,1.3,1,6.1,6.571436031,,0.002922467,2019,ID_spp
149,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,0,,,K,0,2019,cf
150,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,0,,,K,0,2019,Genus id number plot
151,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,13.5,12.18840263,,0.014313882,2019,Genus id number plot
152,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,1.45,1,6.3,6.751636364,,0.003117245,2019,ID_spp
153,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.4,8.536551724,,0.005541769,2019,ID_spp
154.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,3.6,1,64.2,27.47813278,,0.323712849,2019,ID_spp
154.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.3,1,15.3,13.29006316,,0.018385386,2019,ID_spp
155,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Tetrorchidium,euryphyllum,Tetrorchidium euryphyllum,1.3,1,9.5,9.399760192,,0.007088218,2019,ID_spp
156,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Rubiaceae,Palicourea,demissa,Palicourea demissa,1.3,1,7.5,7.794710327,,0.004417865,2019,ID_spp
157,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.7,1,8.1,8.292952854,,0.005152997,2019,ID_spp
158,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Melastomataceae,Meriania,maxima,Meriania maxima,1.6,1,19.3,15.46248544,,0.029255296,2019,ID_spp
159,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.4,7.71020202,,0.00430084,2019,ID_spp
160,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Sapium,laurifolium,Sapium laurifolium,1.6,1,14.4,12.74987124,,0.016286016,2019,ID_spp
161,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,0,,,K,0,2019,ID_spp
162,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,1,12.6,11.604375,,0.012468981,2019,ID_spp
163,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.8,8.0457,,0.004778362,2019,ID_spp
164,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.3,7.625265823,,0.004185387,2019,ID_spp
165,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.3,1,51.8,25.44366667,,0.210741177,2019,ID_spp
166,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,14,12.5030303,,0.015393804,2019,Genus id number plot
167,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Cuatresia,cuspidata,Cuatresia cuspidata,1.3,1,6.4,6.841036269,,0.003216991,2019,ID_spp
168.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.7,8.776577017,,0.005944679,2019,ID_spp
168.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.2,7.539898477,,0.004071504,2019,ID_spp
168.3,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,6.3,6.751636364,,0.003117245,2019,ID_spp
169,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Meliaceae,Cedrela,montana,Cedrela montana,1.3,1,11,10.50601852,,0.009503318,2019,ID_spp
170,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Araliaceae,Dendropanax,macrophyllus,Dendropanax macrophyllus,1.3,1,6.5,6.92997416,,0.003318307,2019,ID_spp
171,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Asteraceae,Critoniopsis,occidentalis,Critoniopsis occidentalis,1.3,0,,,K,0,2019,ID_spp
172,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,1,7.1,7.454096692,,0.003959192,2019,cf
173,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.5,1,15.5,13.40733753,,0.018869191,2019,ID_spp
174.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.9,8.934647202,,0.006221139,2019,ID_spp
174.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.1,7.454096692,V,0.003959192,2019,ID_spp
175,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Chloranthaceae,Hedyosmum,cuatrecazanum,Hedyosmum cuatrecazanum,1.3,1,28.7,19.44436782,,0.064692461,2019,ID_spp
176,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,1.3,1,20.8,16.19260377,,0.033979466,2019,ID_spp
177,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.55,1,34.9,21.46011923,,0.095662282,2019,Genus id number plot
178,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Moraceae,Morus,insignis,Morus insignis,1.7,1,37.6,22.22601719,,0.111036451,2019,ID_spp
179,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,1.4,1,5.4,5.925638298,,0.002290221,2019,ID_spp
180,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,cf.purpurea,Nectandra cf.purpurea,1.3,1,9.4,9.323173077,,0.006939778,2019,cf
181.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,0,,,K,0,2019,ID_spp
181.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,0,,,K,0,2019,ID_spp
181.3,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.1,7.454096692,,0.003959192,2019,ID_spp
182,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.6,7.87879397,,0.00453646,2019,ID_spp
183,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,crassinervium,Piper crassinervium,1.3,1,5.5,6.019363395,,0.002375829,2019,ID_spp
184,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,7.4,7.71020202,,0.00430084,2019,ID_spp
185,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Celastraceae,Salacia,cordata,Salacia cordata,1.2,1,18.1,14.84703777,,0.025730429,2019,ID_spp
186,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.3,1,20,15.80842912,,0.031415927,2019,ID_spp
187,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.3,1,13.7,12.31507625,,0.014741138,2019,ID_spp
188,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,1.3,1,55.6,26.12820046,,0.242794847,2019,ID_spp
189,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,acutifolia,Nectandra acutifolia,1.3,1,8.5,8.616953317,,0.005674502,2019,ID_spp
190,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,subbullata,Nectandra subbullata,1.5,0,,,K,0,2019,ID_spp
191,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,17.2,14.36582996,,0.023235219,2019,Genus id number plot
192,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.5,1,9.1,9.091186441,,0.006503882,2019,ID_spp
193,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.5,1,18.8,15.20956863,,0.027759113,2019,Genus id number plot
194,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,crassinervium,Piper crassinervium,1.3,1,4.9,5.449433962,,0.001885741,2019,ID_spp
195,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Solanaceae,Solanum,lepidotum,Solanum lepidotum,1.3,1,7.8,8.0457,,0.004778362,2019,ID_spp
196,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Euphorbiaceae,Sapium,laurifolium,Sapium laurifolium,1.8,1,11.7,10.99640091,,0.010751315,2019,ID_spp
197.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.45,1,7.7,7.96245614,,0.004656626,2019,cf
197.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,cf.obliquum,Piper cf.obliquum,1.3,1,7.3,7.625265823,,0.004185387,2019,cf
198,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,2.25,1,70.5,28.32356378,,0.390362522,2019,ID_spp
199,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Boraginaceae,Cordia,1inECPI_INTI_01,Cordia 1inECPI_INTI_01,1.3,1,6.6,7.018453608,,0.003421194,2019,Genus id number plot
200,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Piperaceae,Piper,crassinervium,Piper crassinervium,1.3,1,5.6,6.112592593,,0.002463009,2019,ID_spp
201,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,0,,,K,0,2019,ID_spp
202,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Araliaceae,Dendropanax,macrophyllus,Dendropanax macrophyllus,1.3,1,24.3,17.74545133,,0.046376976,2019,ID_spp
203,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Cyatheaceae,Cyathea,corallifera,Cyathea corallifera,1.3,1,15.8,13.58141667,,0.01960668,2019,ID_spp
204,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Chloranthaceae,Hedyosmum,cuatrecazanum,Hedyosmum cuatrecazanum,1.7,1,18.5,15.05542406,,0.026880252,2019,ID_spp
205.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.7,1,8.8,8.855804878,,0.006082123,2019,ID_spp
205.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.7,1,8.6,8.696960784,,0.005808805,2019,ID_spp
205.3,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,6.6,7.018453608,,0.003421194,2019,ID_spp
206,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Nectandra,cf.purpurea,Nectandra cf.purpurea,1.3,1,8.4,8.536551724,,0.005541769,2019,cf
207.1,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,8.2,8.374554455,,0.005281017,2019,ID_spp
207.2,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Arecaceae,Prestoea,acuminata,Prestoea acuminata,1.3,1,6.4,6.841036269,V,0.003216991,2019,ID_spp
208,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Lauraceae,Ocotea,pichinchensis,Ocotea pichinchensis,1.45,1,10.6,10.21859813,,0.008824734,2019,ID_spp
209,Ecuador,ECPI_INTI_01,Intillacta,Pichincha,1,1879,0.050588533,-78.72329779,Salicaceae,Casearia,cajambrensis,Casearia cajambrensis,1.55,1,14.1,12.56514039,,0.015614501,2019,ID_spp
