Placa,Pais,Plot,Site,Provincia,Nro_Plot,Altitud_plot,Latitud_plot,Longitud_plot,Family,Genus,Species,Scientific_name,POM,IND3,DAP3,HT3,Code3,BA3,Year3,code notes names
6653,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Myrtaceae,Myrcianthes,orthostemon,Myrcianthes orthostemon,1.3,1,5.2,2.849017818,,0.002123717,2019,ID_spp
6654,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Symplocaceae,Symplocos,quitensis,Symplocos quitensis,1.3,1,15.4,10.81229916,,0.018626503,2019,ID_spp
6655,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Myrtaceae,Myrcianthes,orthostemon,Myrcianthes orthostemon,1.3,1,18.5,12.808833,,0.026880252,2019,ID_spp
6656,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,8.4,5.398183794,,0.005541769,2019,ID_spp
6657,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Cunoniaceae,Weinmannia,pinnata,Weinmannia pinnata,1.3,1,7.5,4.664995115,,0.004417865,2019,ID_spp
6658,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Piperaceae,Piper,nubigenum,Piper nubigenum,1.8,1,7.2,4.422146407,,0.004071504,2019,ID_spp
6659,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Cunoniaceae,Weinmannia,pinnata,Weinmannia pinnata,1.3,1,6.2,3.623074702,,0.003019071,2019,ID_spp
6660,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Clethraceae,Clethra,ovalifolia,Clethra ovalifolia,1.3,1,7.8,4.908787657,,0.004778362,2019,ID_spp
6661,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Primulaceae,Geissanthus,andinus,Geissanthus andinus,1.3,1,5.1,2.773491936,,0.002042821,2019,ID_spp
6662,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,1.3,0,,,NE,0,2019,ID_spp
6663,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Primulaceae,Geissanthus,andinus,Geissanthus andinus,1.3,1,5.2,2.849017818,,0.002123717,2019,ID_spp
6664,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,1.3,1,5.1,2.773491936,,0.002042821,2019,ID_spp
6665,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Lamiaceae,Aegiphila,monticola,Aegiphila monticola,1.3,1,6,3.465861168,,0.002827433,2019,ID_spp
6666,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,1.3,1,5.4,3.001208952,,0.002290221,2019,ID_spp
6667,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Rosaceae,Prunus,huantensis,Prunus huantensis,1.5,1,6.2,3.623074702,,0.003019071,2019,ID_spp
6668.1,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,6.2,3.623074702,,0.003019071,2019,ID_spp
6668.2,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,5.9,3.387658249,V,0.002733971,2019,ID_spp
9318,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Symplocaceae,Symplocos,quitensis,Symplocos quitensis,1.3,1,5.1,2.773491936,V,0.002042821,2019,ID_spp
9319,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Melastomataceae,Miconia,cf.papillosa,Miconia cf.papillosa,1.3,1,5.5,3.077844699,V,0.002375829,2019,cf
9320,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Cyatheaceae,Cyathea,sp. 1,Cyathea sp. 1,1.3,1,6.3,3.702060083,V,0.003117245,2019,Genus
9322,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Rosaceae,Prunus,huantensis,Prunus huantensis,1.3,1,5,2.698366029,V,0.001963495,2019,ID_spp
9323,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Lamiaceae,Aegiphila,bogotensis,Aegiphila bogotensis,1.3,1,5.9,3.387658249,V,0.002733971,2019,ID_spp
9324,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Lamiaceae,Aegiphila,bogotensis,Aegiphila bogotensis,1.3,1,6.2,3.623074702,V,0.003019071,2019,ID_spp
9331,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Cyatheaceae,Cyathea,sp. 2,Cyathea sp. 2,1.3,1,8.8,5.725025125,V,0.006082123,2019,Genus
9332,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Asteraceae,Idiopappus,saloyensis,Idiopappus saloyensis,1.3,1,6.2,3.623074702,V,0.003019071,2019,ID_spp
9333,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Cyatheaceae,Cyathea,sp. 3,Cyathea sp. 3,1.3,1,6.2,3.623074702,V,0.003019071,2019,Genus
9334,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,1.3,1,5.4,3.001208952,V,0.002290221,2019,ID_spp
9335,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Chloranthaceae,Hedyosmum,cumbalense,Hedyosmum cumbalense,1.3,1,5,2.698366029,V,0.001963495,2019,ID_spp
9336,Ecuador,ECPI_VERD_01,Verdecocha,Pichincha,14,3421,-0.123337,-78.595824,Adoxaceae,Viburnum,pichinchense,Viburnum pichinchense,1.3,1,5.4,3.001208952,V,0.002290221,2019,ID_spp
2951,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.6,1,66.1,15.92067086,,0.343156951,2019,ID_spp
2952,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,27.1,13.73413453,,0.057680427,2019,ID_spp
2953,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,2.8,1,16.1,11.8496053,,0.020358306,2019,ID_spp
2954,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,10.4,9.997336484,,0.008494867,2019,ID_spp
2955,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,60,15.74360177,,0.282743339,2019,ID_spp
2956.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,24,13.33325057,,0.045238934,2019,ID_spp
2956.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,6.8,8.103235255,,0.003631681,2019,ID_spp
2956.3,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,6.3,7.765893128,V,0.003117245,2019,ID_spp
2957,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.5,1,20.7,12.8120704,,0.033653526,2019,ID_spp
2958,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,8.4,9.046348213,,0.005541769,2019,ID_spp
2959.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,2,1,23.7,13.29032329,,0.044115029,2019,ID_spp
2959.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.9,1,8.9,9.30492349,,0.006221139,2019,ID_spp
2960,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,15.6,11.72259256,,0.01911345,2019,ID_spp
2961.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,2.2,1,44.5,15.10933766,,0.155528471,2019,ID_spp
2961.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.5,1,8.5,9.099300323,,0.005674502,2019,ID_spp
2962,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.9,1,9,9.354836837,,0.006361725,2019,ID_spp
2963,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,15.6,11.72259256,,0.01911345,2019,ID_spp
2964,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,9.3,9.501158544,,0.006792909,2019,ID_spp
2965,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,12.6,10.83241764,,0.012468981,2019,ID_spp
2966,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,10.9,10.20400063,,0.009331316,2019,ID_spp
2967,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,17.4,12.15663883,,0.023778715,2019,ID_spp
2968,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,10.1,9.867923807,,0.008011847,2019,ID_spp
2969,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,30.5,14.10000775,,0.073061664,2019,ID_spp
2970,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,14.2,11.33682098,,0.015836769,2019,ID_spp
2971,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.3,1,5.5,7.175010931,,0.002375829,2019,ID_spp
2972.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,28.7,13.91470397,,0.064692461,2019,ID_spp
2972.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.35,1,9.5,9.595954181,,0.007088218,2019,ID_spp
2972.3,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.35,1,20.4,12.75873105,,0.03268513,2019,ID_spp
2972.4,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,2.4,1,21.9,13.01480313,,0.037668481,2019,ID_spp
2972.5,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,2.6,1,33.7,14.39014599,,0.089196884,2019,ID_spp
2972.6,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.25,0,,,K,0,2019,ID_spp
2973,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.5,1,51.3,15.42826686,,0.206692449,2019,ID_spp
2974,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,3,1,38.4,14.7440779,,0.115811672,2019,ID_spp
2975,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.1,1,16,11.82462224,,0.020106193,2019,ID_spp
2976.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.1,1,9.3,9.501158544,,0.006792909,2019,ID_spp
2976.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.1,1,5.3,7.016365922,,0.002206183,2019,ID_spp
2977.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.2,1,13.8,11.2175915,,0.014957123,2019,ID_spp
2977.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.4,1,16.6,11.97150109,,0.021642432,2019,ID_spp
2977.3,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.4,1,10.4,9.997336484,,0.008494867,2019,ID_spp
2978,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Cyatheaceae,Cyathea,1inECPI_YANA_01,Cyathea 1inECPI_YANA_01,1.3,1,10.1,9.867923807,,0.008011847,2019,Genus id number plot
2979,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Chloranthaceae,Hedyosmum,cumbalense,Hedyosmum cumbalense,1.3,1,9.4,9.548825332,,0.006939778,2019,ID_spp
2980,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Chloranthaceae,Hedyosmum,cumbalense,Hedyosmum cumbalense,1.4,1,13.9,11.24780309,,0.015174678,2019,ID_spp
2981,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,2,1,36,14.5727466,,0.101787602,2019,ID_spp
2982,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,0,,,NE,0,2019,ID_spp
2984,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Boraginaceae,Tournefortia,fuliginosa,Tournefortia fuliginosa,1.3,1,30.4,14.09016623,,0.072583357,2019,ID_spp
2985,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.5,1,12.5,10.79830615,,0.012271846,2019,ID_spp
2986,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Aequatorium,jamesonii,Aequatorium jamesonii,1.3,1,18.1,12.30940278,,0.025730429,2019,ID_spp
2987,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.3,1,16.1,11.8496053,,0.020358306,2019,ID_spp
2988,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.3,1,6.8,8.103235255,,0.003631681,2019,ID_spp
2989.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.5,1,13.4,11.09395061,,0.014102609,2019,ID_spp
2989.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.5,1,6.5,7.903579677,,0.003318307,2019,ID_spp
2990,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.2,1,7.1,8.295072445,,0.003959192,2019,ID_spp
2991.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.5,1,9.6,9.642554147,,0.007238229,2019,ID_spp
2991.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.5,1,11.4,10.4001325,,0.010207035,2019,ID_spp
2992,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Polygalaceae,Monnina,pseudopilosa,Monnina pseudopilosa,1.6,0,,,K,0,2019,ID_spp
2993,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.3,1,10.3,9.954664723,,0.008332289,2019,ID_spp
2994,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Brachyotum,gleasonii,Brachyotum gleasonii,1.3,1,5.9,7.47882028,,0.002733971,2019,ID_spp
2995.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,18.6,12.41363806,,0.027171635,2019,ID_spp
2995.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,5.8,7.40449294,,0.002642079,2019,ID_spp
2996,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.5,1,54,15.5355662,,0.229022104,2019,ID_spp
2997.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.8,1,46.1,15.19156327,,0.166913603,2019,ID_spp
2997.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.5,1,9.7,9.688634081,,0.007389811,2019,ID_spp
2998,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,10.2,9.911529693,,0.008171282,2019,ID_spp
2999,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,35.9,14.5652033,,0.101222901,2019,ID_spp
3000,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.35,0,,,K,0,2019,ID_spp
3001.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,3,1,47.3,15.25012247,,0.175716346,2019,ID_spp
3001.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,3.2,1,11.3,10.36170987,,0.010028749,2019,ID_spp
3001.3,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,3,1,7.3,8.418844221,,0.004185387,2019,ID_spp
3002,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,42.7,15.01065748,,0.143200862,2019,ID_spp
3003,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,27.1,13.73413453,,0.057680427,2019,ID_spp
3004,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,22.5,13.11023045,,0.039760782,2019,ID_spp
3005,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,12.5,10.79830615,,0.012271846,2019,ID_spp
3006.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,11.9,10.58651724,,0.011122023,2019,ID_spp
3006.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,14.2,11.33682098,,0.015836769,2019,ID_spp
3007,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,16.2,11.87438375,,0.020611989,2019,ID_spp
3008,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,15.7,11.74841986,,0.019359279,2019,ID_spp
3009,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,1.5,1,52.5,15.47713349,,0.216475369,2019,ID_spp
3010.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,7.3,8.418844221,,0.004185387,2019,ID_spp
3010.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Asteraceae,Verbesina,arborea,Verbesina arborea,1.3,1,8.4,9.046348213,,0.005541769,2019,ID_spp
3011,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,6.1,7.624361123,,0.002922467,2019,ID_spp
3012,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.4,1,11.3,10.36170987,,0.010028749,2019,ID_spp
3013,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.5,1,19.2,12.53370287,,0.028952918,2019,ID_spp
3014,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Axinaea,macrophylla,Axinaea macrophylla,1.3,1,19.4,12.57256535,,0.029559245,2019,ID_spp
3015,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,15.5,11.69654751,,0.018869191,2019,ID_spp
3016,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Escalloniaceae,Escallonia,myrtilloides,Escallonia myrtilloides,1.3,1,91.6,16.42655527,,0.658993041,2019,ID_spp
3017,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,2,1,39.7,14.82971704,,0.123785819,2019,ID_spp
3018,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.3,1,26.3,13.63757314,,0.054325206,2019,ID_spp
3019,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,latifolia,Miconia latifolia,2,1,16.3,11.89896012,,0.020867244,2019,ID_spp
3020,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,corymbiformis,Miconia corymbiformis,1.6,1,14.1,11.30741421,,0.015614501,2019,ID_spp
3021,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,latifolia,Miconia latifolia,1.8,1,22.4,13.09458559,,0.039408138,2019,ID_spp
3022.1,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.3,1,8,8.828011343,,0.005026548,2019,ID_spp
3022.2,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Solanaceae,Solanum,hypaleurotrichum,Solanum hypaleurotrichum,1.55,1,5.5,7.175010931,,0.002375829,2019,ID_spp
3023,Ecuador,ECPI_YANA_01,Yanacocha,Pichincha,15,3507,-0.12672499,-78.590756,Melastomataceae,Miconia,bracteolata,Miconia bracteolata,3,1,43,15.0275858,,0.14522012,2019,ID_spp
