Scientific_names
Acalypha  diversifolia
Acalypha diversifolia
Aegiphila aculeifera
Aegiphila alba
Aegiphila bogotensis
Aegiphila lopez-palacii var. pubescens
Aegiphila novogranatensis
Aegiphila monticola
Aequatorium jamesonii
Agouticarpa williamsii
Aiouea formicaria
Aiouea palaciosii
Alchornea grandis
Alchornea bogotensis
Alchornea triplinervia
Alchornea glandulosa
Allophylus dodsonii
Allophylus excelsus
Allophylus floribundus
Alsophila  erinacea
Alsophila firma
Alsophila incana
Alsophila conjugata
Alsophila cuspidata
Alsophila erinacea
Andira taurotesticulata
Aniba magnifica
Annona 1inECPI_MALO_01
Annona deceptrix
Annona mucosa
Annona quinduensis
Aphelandra acanthus
Ardisia 1inECPI_BECL_03
Ardisia 1inECPI_MALO_01
Ardisia 1inECPI_MIND_01
Ardisia 2inECPI_MIND_01
Ardisia ambigua
Axinaea lehmannii
Axinaea macrophylla
Axinaea quitensis
Bactris gasipaes var.chichagui
Banara 1inECPI_VERD_02
Banara glauca
Banara regia
Beilschmiedia alloiophylla
Beilschmiedia tovarensis
Beilschmiedia pendula
Bellucia 1inECPI_MALO_02
Billia rosea
Blakea 1inECPI_MALO_02
Blakea eriocalyx
Blakea rotundifolia
Boehmeria caudata
Boehmeria fallax
Brachyotum gleasonii
Brosimum guianense
Brosimum utile subsp.occidentale
Brownea multijuga
Browneopsis macrofoliolata
Brunellia acostae
Brunellia comocladifolia
Brunellia tomentosa
Bunchosia argentea
Calatola costaricensis
Calyptranthes 1inECPI_MALO_01
Capparidastrum tafallanum
Carapa alticola
Carapa megistocarpa
Carica microcarpa
Casearia arborea
Casearia cajambrensis
Casearia quinduensis
Casearia sylvestris
Castilla elastica
Cavendishia bracteata
Cecropia bullata
Cecropia gabrielis
Cecropia obtusifolia
Cecropia hispidissima
Cedrela montana
Ceroxylon echinulatum
Cestrum humboldtii
Cestrum jaramillanum
Cestrum megalophyllum
Cestrum petiolare
Chamaedorea linearis
Chrysochlamys 1inECPI_INTI_01
Chrysochlamys 1inECPI_INTI_02
Chrysochlamys dependens
Chrysochlamys colombiana
Chrysophyllum 1inECPI_MALO_01
Chrysophyllum colombianum
Cinchona pubescens
Cinchona succirubra
Cinnamomum 1inECPI_MIND_01
Citharexylum montanum
Citharexylum montanum var.chimborazense
Citronella ilicifolia
Citronella incarum
Citrus 1inECPI_RIBR_01
Clarisia racemosa
Clavija laplanadae
Cleome anomala
Clethra obovata
Clethra ovalifolia
Clusia 1inECPI_INTI_02
Clusia alata
Clusia multiflora
Clusia crenata
Clusia dixonii
Clusia magnifolia
Coccoloba obovata
Compsoneura mutisii
Conostegia 1inECPI_MALO_01
Conostegia 1inECPI_MAPI_01
Conostegia 1inECPI_MAPI_02
Conostegia centronioides var.centronioides
Conostegia montana
Cordia 1inECPI_INTI_01
Cordia 1inECPI_INTI_02
Cordia 1inECPI_MALO_01
Cordia 1inECPI_MALO_02
Cordia 1inECPI_MIND_01
Cordia 2inECPI_MALO_01
Cordia 2inECPI_MALO_02
Cordia 3inECPI_MALO_01
Cordia 4inECPI_MALO_01
Cordia hebeclada
Cordiera longicaudata
Cornus disciflora
Cornus peruviana
Coussapoa contorta
Coussapoa herthae
Coussarea latifolia
Critoniopsis 1inECPI_VERD_01
Critoniopsis 1inECPI_VERD_03
Critoniopsis occidentalis
Croton floccosus
Croton tessmannii
Cuatresia cuspidata
Cupania cinerea
Cupania livida
Cyathea 1inECPI_INTI_01
Cyathea 1inECPI_INTI_02
Cyathea 1inECPI_RIBR_01
Cyathea 1inECPI_VERD_01
Cyathea 1inECPI_VERD_02
Cyathea 1inECPI_YANA_01
Cyathea 2inECPI_RIBR_01
Cyathea 2inECPI_VERD_02
Cyathea brunnescens
