gbifID,hcnqID,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,elevation,family,genus,species,acceptedScientificName,scientificNameAuthorship,image_url,reproductiveCondition,occurrenceRemarks,dynamicProperties,fieldNotes,FieldNotes
,48805,INABIOEC,Armando Grijalva,1993-12-12,1993.0,12.0,12.0,Ecuador,-76.6,-0.4333,250 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=48805,,,,"Árbol de 17 m de altura; 25 cm DAP. Colectado en bosque secundario, campamento de Jatun Sacha en Pompeya. Frutos drupa negra. Ensayo de germinacin.","Árbol de 17 m de altura; 25 cm DAP. Colectado en bosque secundario, campamento de Jatun Sacha en Pompeya. Frutos drupa negra. Ensayo de germinacin."
,48809,INABIOEC,Armando Grijalva,1992-10-01,1992.0,10.0,1.0,Ecuador,-76.6166667,-0.4166667,220 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=48809,,,,Árbol de 20 m de altura. En bosque primario. Cáliz verde.,Árbol de 20 m de altura. En bosque primario. Cáliz verde.
,48810,INABIOEC,Armando Grijalva,1994-07-01,1994.0,7.0,1.0,Ecuador,-76.6,-0.4333,230 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=48810,,,,Plántulas germinadas en vivero. Edad 80 das a partir de la germinacin. Comprobante = Grijalva 736. Ensayo de germinacin N46.,Plántulas germinadas en vivero. Edad 80 das a partir de la germinacin. Comprobante = Grijalva 736. Ensayo de germinacin N46.
,50387,INABIOEC,Camilo Kajekai,2007-01-01,2007.0,1.0,1.0,Ecuador,-77.9253,-3.0194,270 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=50387,,,,"Árbol de 10 m de alto. Fruto verde claro, carnoso.","Árbol de 10 m de alto. Fruto verde claro, carnoso."
,50954,INABIOEC,George Lewis,1996-12-02,1996.0,12.0,2.0,Ecuador,-79.819167,-3.714167,700 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=50954,,,,"Tree, 10-12 m x 30-35 cm diam, bark greyish, lichen-blotched; leaves discolorous, dark green above, yellow-green below; fruit asymmetrical, hard, yellowish lime-green, maturing purplish.","Tree, 10-12 m x 30-35 cm diam, bark greyish, lichen-blotched; leaves discolorous, dark green above, yellow-green below; fruit asymmetrical, hard, yellowish lime-green, maturing purplish."
,51269,INABIOEC,Manuel Juan Macía Barco,1997-09-27,1997.0,9.0,27.0,Ecuador,-76.4595,-0.6112,250 - 300 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=51269,,,,"Árbol 5.1 m, 4.5 cm dap.","Árbol 5.1 m, 4.5 cm dap."
,53511,INABIOEC,Diego Naranjo,2004-06-24,2004.0,6.0,24.0,Ecuador,-76.66666,-0.6625,300 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53511,,,,"Árbol de 25 m; 22 cm DAP. Frutos verdes. Uso: Alimenticio, aves (fruto). Nombre Huaorani: ""naimonkamo"". Informante: Dabo Enomenga.","Árbol de 25 m; 22 cm DAP. Frutos verdes. Uso: Alimenticio, aves (fruto). Nombre Huaorani: ""naimonkamo"". Informante: Dabo Enomenga."
,53806,INABIOEC,David A. Neill,1987-12-10,1987.0,12.0,10.0,Ecuador,-77.6667,-0.6667,1100 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53806,,,,Árbol de 40 m. 70 cm DAP. Flores blancas. Cerca del ri|o.,Árbol de 40 m. 70 cm DAP. Flores blancas. Cerca del ri|o.
,53815,INABIOEC,David A. Neill,1996-08-10,1996.0,8.0,10.0,Ecuador,-80.0167,-2.1667,340 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53815,,,,"Shrub or small tree, 5 m tall. In forest understory. Flowers white.","Shrub or small tree, 5 m tall. In forest understory. Flowers white."
,53835,INABIOEC,David A. Neill,1991-11-15,1991.0,11.0,15.0,Ecuador,-76.66666,-0.38333,250 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53835,,,,"Tree 10 m tall. In inundated ground along lake shore. Fruits pale green, globose.","Tree 10 m tall. In inundated ground along lake shore. Fruits pale green, globose."
,54573,INABIOEC,Fernando Nicolalde-Morejón,1999-12-14,1999.0,12.0,14.0,Ecuador,-80.65,-1.3333,450 - 600 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=54573,,,,Árbolito de 4 m de alto. Botones florales verdes axilares o terminales.,Árbolito de 4 m de alto. Botones florales verdes axilares o terminales.
,54638,INABIOEC,Tamara Núñez,1996-01-02,1996.0,1.0,2.0,Ecuador,-80.1333,-2.1667,200 - 400 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=54638,,,,Árbol de 4 m de altura. Frutos drupas verdes amarillas.,Árbol de 4 m de altura. Frutos drupas verdes amarillas.
,55144,INABIOEC,Walter Armando Palacios Cuenca,1989-10-05,1989.0,10.0,5.0,Ecuador,-77.7667,-0.7167,1200 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55144,,,,Árbol 8 m de altura. Hojas membranosas. Frutos jóvenes verdes.,Árbol 8 m de altura. Hojas membranosas. Frutos jóvenes verdes.
,55164,INABIOEC,Walter Armando Palacios Cuenca,1991-09-28,1991.0,9.0,28.0,Ecuador,-75.5333,-0.55,230 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55164,,,,Árbol de 8 m de altura; 10 cm DAP. Hojas subcoriáceas.,Árbol de 8 m de altura; 10 cm DAP. Hojas subcoriáceas.
,55169,INABIOEC,Walter Armando Palacios Cuenca,1987-10-02,1987.0,10.0,2.0,Ecuador,-77.01666,-0.45,250 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55169,,,,Árbol de 15 m. de altura. 15 cm. DAP. Hojas maduras verde - oscuro y hojas jóvenes verde - amarillas. Parcela permanente 01 . Árbol # 04.14,Árbol de 15 m. de altura. 15 cm. DAP. Hojas maduras verde - oscuro y hojas jóvenes verde - amarillas. Parcela permanente 01 . Árbol # 04.14
,55193,INABIOEC,Walter Armando Palacios Cuenca,1993-09-06,1993.0,9.0,6.0,Ecuador,-78.8833,0.7167,150 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55193,,,,Árbol de 18 m de altura; 30 cm DAP. Copa densa. Frutos globosos; maduros rojos con una sola semilla.,Árbol de 18 m de altura; 30 cm DAP. Copa densa. Frutos globosos; maduros rojos con una sola semilla.
,55222,INABIOEC,Walter Armando Palacios Cuenca,1988-10-20,1988.0,10.0,20.0,Ecuador,-77.0,-0.41666,250 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55222,,,,"Árbol 15 m altura, DAP 18 cm; corteza gris verdosa; hojas membranosas con el haz brillante; frutos maduros globosos, negros a negro rojizos, olorosos, con buen sabor, comestibles.","Árbol 15 m altura, DAP 18 cm; corteza gris verdosa; hojas membranosas con el haz brillante; frutos maduros globosos, negros a negro rojizos, olorosos, con buen sabor, comestibles."
,55247,INABIOEC,Walter Armando Palacios Cuenca,1992-01-12,1992.0,1.0,12.0,Ecuador,-77.05,-0.28333,1750 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55247,,,,Árbol de 20 m de altura; 30 cm DAP. Corteza con pequeñas láminas coriáceas exfoliantes. Hojas brillantes por el haz. Flores cremas.,Árbol de 20 m de altura; 30 cm DAP. Corteza con pequeñas láminas coriáceas exfoliantes. Hojas brillantes por el haz. Flores cremas.
,57072,INABIOEC,Wilson Quizhpe,2002-11-03,2002.0,11.0,3.0,Ecuador,-78.6794,-4.4564,1100 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57072,,,,Árbol 12 m. 8 cm DAP. Frutos negros.,Árbol 12 m. 8 cm DAP. Frutos negros.
,57729,INABIOEC,Daniel Rubio,1990-09-10,1990.0,9.0,10.0,Ecuador,-78.5,0.8,800 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57729,,,,Árbol de 12 m de altura; 12 cm DAP. Frutos globosos negros.,Árbol de 12 m de altura; 12 cm DAP. Frutos globosos negros.
,58806,INABIOEC,Milton Tirado,1993-09-20,1993.0,9.0,20.0,Ecuador,-78.8833,0.7167,200 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=58806,,,,"Árbol de 25-30 m de altura. Frutos inmaduros verdes, negros cuando maduros.","Árbol de 25-30 m de altura. Frutos inmaduros verdes, negros cuando maduros."
,59050,INABIOEC,Germán Toasa,1999-02-09,1999.0,2.0,9.0,Ecuador,-78.1817,-2.0956,1500 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=59050,,,,"Arbusto 3 m, frutos redondos verdes.","Arbusto 3 m, frutos redondos verdes."
,110000,INABIOEC,Alwyn Howard Gentry,1993-07-20,1993.0,7.0,20.0,Ecuador,-78.4167,-3.3833,1480 m,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=110000,,,,"Tree 13 cm dbh, sterile.","Tree 13 cm dbh, sterile."
,50012,INABIOEC,Peter Møller Jørgensen,1991-02-19,1991.0,2.0,19.0,Ecuador,-78.9833,-0.9333,2600-2630 m,Myrtaceae,Eugenia,orthostemon,Myrcianthes orthostemon,O. Berg,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=50012,,,,Tree 5 m. Fruits reddish brown.,Tree 5 m. Fruits reddish brown.
,47030,INABIOEC,Dora Cuamacás,2003-03-05,2003.0,3.0,5.0,Ecuador,-77.5327778,-0.8358333,1690 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=47030,,,,"Árbol 18 m. 15.6 cm DAP. Corteza interna rojiza, peciolos con pubescencia ferrugínea, flroes con sépalosferrugíneos, pétalos blancos y estambres blancos.","Árbol 18 m. 15.6 cm DAP. Corteza interna rojiza, peciolos con pubescencia ferrugínea, flroes con sépalosferrugíneos, pétalos blancos y estambres blancos."
,48547,INABIOEC,Alwyn Howard Gentry,1991-02-10,1991.0,2.0,10.0,Ecuador,-78.6167,0.1167,1550 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=48547,,,,"Tree 27 cm dbh, buds light green, trunk smooth, reddish.","Tree 27 cm dbh, buds light green, trunk smooth, reddish."
,49258,INABIOEC,Juergen Homeier,2004-10-26,2004.0,10.0,26.0,Ecuador,-79.133333,-4.483333,,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=49258,,,,"tree, 12m, fruits","tree, 12m, fruits"
,53851,INABIOEC,David A. Neill,1985-03-21,1985.0,3.0,21.0,Ecuador,-78.05,-1.5,1000 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53851,,,,"Árbol de 20 m, al la orilla del Rio Pindo. Fruto inmaduro verde claro, ovoide. Fruto morado cuando maduro, comestible. Nombre vulgar ""Saco"".","Árbol de 20 m, al la orilla del Rio Pindo. Fruto inmaduro verde claro, ovoide. Fruto morado cuando maduro, comestible. Nombre vulgar ""Saco""."
,55136,INABIOEC,Walter Armando Palacios Cuenca,0000-00-00,1995.0,1.0,0.0,Ecuador,-78.95,-4.0833,1100m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55136,,,,Árbol de 8 m de altura; 20 cm DAP. Común. Botones.,Árbol de 8 m de altura; 20 cm DAP. Común. Botones.
,57067,INABIOEC,Wilson Quizhpe,2005-03-11,2005.0,3.0,11.0,Ecuador,-78.955,-4.7258,2010 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57067,,,,"Árbol de 10 m., flores blancas, estambres blancos.","Árbol de 10 m., flores blancas, estambres blancos."
,58436,INABIOEC,Galo A. Tipaz,1992-08-17,1992.0,8.0,17.0,Ecuador,-78.41666,0.88333,1800 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=58436,,,,"Árbol de 20 m de altura, 30 cm DAP. En bosque primario, terreno ondulado. Botones florales cremosos. Nombre común: arrayán","Árbol de 20 m de altura, 30 cm DAP. En bosque primario, terreno ondulado. Botones florales cremosos. Nombre común: arrayán"
,139983,INABIOEC,Efraín Liborio Freire Mayorga,2015-12-03,2015.0,12.0,3.0,Ecuador,-80.159167,-3.845556,672 m,Myrtaceae,Myrcia,fallax,Myrcia splendens,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139983,,,,"Árbol, 5 m de alto, flores blancas.","Árbol, 5 m de alto, flores blancas."
,59323,INABIOEC,Hendrik Hessel Van der Werff,1989-08-19,1989.0,8.0,19.0,Ecuador,-78.2,-2.916667,800 m,Myrtaceae,Myrcia,neesiana,Myrcia neesiana,DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=59323,,,,"Tree, 10 m. Fruits green, turning purple.","Tree, 10 m. Fruits green, turning purple."
,42290,INABIOEC,Aída Álvarez,1997-03-20,1997.0,3.0,20.0,Ecuador,-77.5333,-0.65,1550 - 1650 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=42290,,,,Árbol 10 m de altura. Inflorescencias amarillas.,Árbol 10 m de altura. Inflorescencias amarillas.
,42582,INABIOEC,Carlos Aulestia,1993-02-18,1993.0,2.0,18.0,Ecuador,-78.2667,1.0333,900 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=42582,,,,"Árbol de 20 m de altura; 20 cm DAP. En bosque primario, terreno plano. Pelos blancos en el envés de las hojas jóvenes. Nombre común: ""usma""","Árbol de 20 m de altura; 20 cm DAP. En bosque primario, terreno plano. Pelos blancos en el envés de las hojas jóvenes. Nombre común: ""usma"""
,43423,INABIOEC,Anders Sánchez Barfod,1983-12-10,1983.0,12.0,10.0,Ecuador,-78.4167,-1.3667,2500 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=43423,,,,"Tree, 4 m tall, flowers white.","Tree, 4 m tall, flowers white."
,43656,INABIOEC,Brad Boyle,1993-05-23,1993.0,5.0,23.0,Ecuador,-78.1,0.9,2275 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=43656,,,,Understory tree. Fruits green.,Understory tree. Fruits green.
,44186,INABIOEC,Carlos Eduardo Cerón Martínez,1990-03-14,1990.0,3.0,14.0,Ecuador,-78.7833,-0.2,1700 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44186,,,,Árbol de 10 m de altura. Frutos morado-negruzcos. TFP 3.05,Árbol de 10 m de altura. Frutos morado-negruzcos. TFP 3.05
,45561,INABIOEC,John Littner Clark,1995-03-30,1995.0,3.0,30.0,Ecuador,-79.73333,0.35,400 - 600 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=45561,,,,"Tree, 15 m tall. Leaves with translucent punctations. Inflorescence an axillary panicle.","Tree, 15 m tall. Leaves with translucent punctations. Inflorescence an axillary panicle."
,48546,INABIOEC,Alwyn Howard Gentry,1990-05-12,1990.0,5.0,12.0,Ecuador,-78.5833,0.9167,800 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=48546,,,,"Shrub, buds white.","Shrub, buds white."
,49278,INABIOEC,Juergen Homeier,2008-04-03,2008.0,4.0,3.0,Ecuador,-77.5367,-0.8283,,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=49278,,,,"small tree, plot 60 species 6","small tree, plot 60 species 6"
,53838,INABIOEC,David A. Neill,1990-12-10,1990.0,12.0,10.0,Ecuador,-78.6667,-4.3,1000 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53838,,,,Tree 10 m tall. At river's edge on rocky banks. Floral buds only.,Tree 10 m tall. At river's edge on rocky banks. Floral buds only.
,53854,INABIOEC,David A. Neill,2003-03-10,2003.0,3.0,10.0,Ecuador,-77.52388,-0.8325,1600 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=53854,,,,Tree 8 m tall. Floral buds green.,Tree 8 m tall. Floral buds green.
,55154,INABIOEC,Walter Armando Palacios Cuenca,1990-12-07,1990.0,12.0,7.0,Ecuador,-78.6333,-4.2,1000 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55154,,,,Árbol de 3 a 6 m de altura; común a orillas del Río Nangaritza. Botones florales. Frutos escasos.,Árbol de 3 a 6 m de altura; común a orillas del Río Nangaritza. Botones florales. Frutos escasos.
,55157,INABIOEC,Walter Armando Palacios Cuenca,1991-05-20,1991.0,5.0,20.0,Ecuador,-78.0333,0.85,2000 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55157,,,,Árbol de 15 m de altura. Frutos jóvenes. Nombre común: arrayanuspa,Árbol de 15 m de altura. Frutos jóvenes. Nombre común: arrayanuspa
,56892,INABIOEC,Carlos Quelal,1992-05-21,1992.0,5.0,21.0,Ecuador,-78.2667,1.0167,900 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=56892,,,,"Árbolito de 6 m de altura, 10 cm DAP. En pendiente, bosque primario. Inflorescencia en botones cremosos.","Árbolito de 6 m de altura, 10 cm DAP. En pendiente, bosque primario. Inflorescencia en botones cremosos."
,57331,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-09,2003.0,8.0,9.0,Ecuador,-78.9981,-0.5153,2321 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57331,,,,"Árbol ca 7 m; frutos hechos, verde-moradosos-rojizos, maduros morado oscuros, casi negros.","Árbol ca 7 m; frutos hechos, verde-moradosos-rojizos, maduros morado oscuros, casi negros."
,57336,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-04,2003.0,8.0,4.0,Ecuador,-78.9611,-0.5342,2427 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57336,,,,"Árbol ca 7 m; tallo verde claro; botones florales verde claros, moradosos.","Árbol ca 7 m; tallo verde claro; botones florales verde claros, moradosos."
,57339,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-02,2003.0,8.0,2.0,Ecuador,-78.9786,-0.5344,2427 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=57339,,,,"Árbol ca 8 m; frutos inmaduros morado-rojizos, verdosos; botones florales rojizos.","Árbol ca 8 m; frutos inmaduros morado-rojizos, verdosos; botones florales rojizos."
,7653512,INABIOEC,Juan Carlos Cerón,2018-10-24,2018.0,10.0,24.0,Ecuador,-83.2738889,-2.3369444,314 m,Myrtaceae,Myrcia,splendens,Myrcia splendens,(Sw.) DC.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7653512,sterile,,,"Árbol de 7 m de altura, hoja opuesta. Corteza interna blanquecina, madera blanquecina","Árbol de 7 m de altura, hoja opuesta. Corteza interna blanquecina, madera blanquecina"
,42288,INABIOEC,Aída Álvarez,1991-11-03,1991.0,11.0,3.0,Ecuador,-78.35,-0.1833,2600 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=42288,,,,"Arbusto de 3 m de altura, cultivado. Hojas simples opuestas con el haz brillante. Flores blanco-verdosas tetrámeras. Usos: hojas empleadas para aromatizar bebidas, frutos comestibles. Nombre común arrayán.","Arbusto de 3 m de altura, cultivado. Hojas simples opuestas con el haz brillante. Flores blanco-verdosas tetrámeras. Usos: hojas empleadas para aromatizar bebidas, frutos comestibles. Nombre común arrayán."
,44155,INABIOEC,Carlos Eduardo Cerón Martínez,1989-06-22,1989.0,6.0,22.0,Ecuador,-78.5333,-0.25,2800 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44155,,,,"Árbol de 15 m, a los lados de la carretera. Las hojas son masticadas para fortalecer la dentadura. N.C. ""ARRAYAN"" Inf. Juan Padilla","Árbol de 15 m, a los lados de la carretera. Las hojas son masticadas para fortalecer la dentadura. N.C. ""ARRAYAN"" Inf. Juan Padilla"
,44169,INABIOEC,Carlos Eduardo Cerón Martínez,1990-07-22,1990.0,7.0,22.0,Ecuador,-78.21666,0.28333,2500 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44169,,,,Árbol cultivado o silvestre. Frutos negros. Las hojas se mastican para evitar las caries de muelas. La infusión de hojas y frutos o el polvo de hojas trituradas cicatriza el ombligo de los niños. Nombre común: arrayan.,Árbol cultivado o silvestre. Frutos negros. Las hojas se mastican para evitar las caries de muelas. La infusión de hojas y frutos o el polvo de hojas trituradas cicatriza el ombligo de los niños. Nombre común: arrayan.
,44171,INABIOEC,Carlos Eduardo Cerón Martínez,1990-07-23,1990.0,7.0,23.0,Ecuador,-78.2167,0.3167,2000 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44171,,,,"Arbusto de 4 m, o Árbolito en chacras. Se usa como especería en coladas dulces. Nombre común: arrayan.","Arbusto de 4 m, o Árbolito en chacras. Se usa como especería en coladas dulces. Nombre común: arrayan."
,44181,INABIOEC,Carlos Eduardo Cerón Martínez,1991-06-21,1991.0,6.0,21.0,Ecuador,-79.0833,-2.4,3170 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44181,,,,"Árbolito silvestre. Nombre común: arrayan. La infusión de las hojas se usa como bebe de 1 tasa, 3 veces aldía para curar el dolor de higado.","Árbolito silvestre. Nombre común: arrayan. La infusión de las hojas se usa como bebe de 1 tasa, 3 veces aldía para curar el dolor de higado."
,54900,INABIOEC,Padilla,1991-03-09,1991.0,3.0,9.0,Ecuador,-79.5,0.25,2812 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=54900,,,,"Árbol de 15 a 20 m de altura. Hojas con haz brillante. Caliz verde, corola blanca con manchas rojas. Fruto comestible inmaduro verde; maduro negro-violaceo. Nombre comun: ""arrayan"".","Árbol de 15 a 20 m de altura. Hojas con haz brillante. Caliz verde, corola blanca con manchas rojas. Fruto comestible inmaduro verde; maduro negro-violaceo. Nombre comun: ""arrayan""."
,55170,INABIOEC,Walter Armando Palacios Cuenca,1991-04-04,1991.0,4.0,4.0,Ecuador,-77.7,0.6,3000 m,Myrtaceae,Myrcianthes,hallii,Myrcianthes hallii,McVaugh,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=55170,,,,"Árbol de 20 m de altura; 40 cm DAP. Corteza exfoliante. Follaje con olor muy agradable. Cáliz verde. Pétalos rosados-cremas. Madera dura para construcción. Follaje utilizado como condimento para preparar una especie de chicha de maíz molido llamada ""champuz"". Las hojas masticadas sirven para endurar las encías. Nombre común: arrayán","Árbol de 20 m de altura; 40 cm DAP. Corteza exfoliante. Follaje con olor muy agradable. Cáliz verde. Pétalos rosados-cremas. Madera dura para construcción. Follaje utilizado como condimento para preparar una especie de chicha de maíz molido llamada ""champuz"". Las hojas masticadas sirven para endurar las encías. Nombre común: arrayán"
,44151,INABIOEC,Carlos Eduardo Cerón Martínez,1989-06-12,1989.0,6.0,12.0,Ecuador,-78.7833,-0.1833,1800 m,Myrtaceae,Myrcianthes,orthostemon,Myrcianthes orthostemon,Grifo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44151,,,,Árbolito de 5 m. Botones florales verde-agua.,Árbolito de 5 m. Botones florales verde-agua.
,44180,INABIOEC,Carlos Eduardo Cerón Martínez,1991-06-01,1991.0,6.0,1.0,Ecuador,-79.0,-1.7333,2548 m,Myrtaceae,Myrcianthes,orthostemon,Myrcianthes orthostemon,Grifo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=44180,,,,"Árbolito en el interior de terrenos. Nombre común: ""arrayan"". Los frutos se comen. La infusión de la planta se usa como baños.","Árbolito en el interior de terrenos. Nombre común: ""arrayan"". Los frutos se comen. La infusión de la planta se usa como baños."
,47457,INABIOEC,Calaway Homer Dodson,1984-11-03,1984.0,11.0,3.0,Ecuador,-78.98333,-0.9333,2500 m,Myrtaceae,Myrcianthes,orthostemon,Myrcianthes orthostemon,Grifo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=47457,,,,Árbol 7 m de alto. Flores blancuzcas. Comun. Todos los Árboles en la zona con flores.,Árbol 7 m de alto. Flores blancuzcas. Comun. Todos los Árboles en la zona con flores.
