gbifID,hcnqID,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,elevation,family,genus,species,acceptedScientificName,scientificNameAuthorship,image_url,reproductiveCondition,occurrenceRemarks,dynamicProperties,fieldNotes,FieldNotes
,70719,INABIOEC,Patricio Méndez,1993-02-20,1993.0,2.0,20.0,Ecuador,-78.9167,0.7167,150 m,Lauraceae,Pleurothyrium,glabritepalum,Pleurothyrium glabritepalum,van der Werff,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=70719,,,,"Árbolito de 16 m de altura; 16 cm DAP. En bosque primario. Hojas con tricomas, olor a aguacate. Envés café-oscuro. Fruto con testa roja. Estambres persistentes con cuatro celdas en un ancho arco.","Árbolito de 16 m de altura; 16 cm DAP. En bosque primario. Hojas con tricomas, olor a aguacate. Envés café-oscuro. Fruto con testa roja. Estambres persistentes con cuatro celdas en un ancho arco."
,74664,INABIOEC,Milton Tirado,1993-09-20,1993.0,9.0,20.0,Ecuador,-78.8833,0.7167,200 m,Lauraceae,Pleurothyrium,glabritepalum,Pleurothyrium glabritepalum,van der Werff,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=74664,,,,Árbol de 25-30 m de altura. Frutos verdes.,Árbol de 25-30 m de altura. Frutos verdes.
,67512,INABIOEC,Freire,1996-09-12,1996.0,9.0,12.0,Ecuador,-78.65,0.0167,1750 m,Lauraceae,Rhodostemonodaphne,cyclops,Rhodostemonodaphne cyclops,Madriñán,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=67512,,,,"Árbol de 8 m, flores con corola blanca, frutos delgados verdes.","Árbol de 8 m, flores con corola blanca, frutos delgados verdes."
,163949,INABIOEC,Hendrik Hessel Van der Werff,1991-05-07,1991.0,5.0,7.0,Ecuador,-78.7667,-0.2,1850 m,Lauraceae,Rhodostemonodaphne,cyclops,Rhodostemonodaphne cyclops,Madriñán,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=163949,,,,"Tree, 20 m; flowers green, without odor. Wood soft, some twigs hollow, but no ants seen. Flowers with curved pedicels; flowers and leaves pickled.","Tree, 20 m; flowers green, without odor. Wood soft, some twigs hollow, but no ants seen. Flowers with curved pedicels; flowers and leaves pickled."
,63145,INABIOEC,Milton Eduardo Aulestia,1993-10-21,1993.0,10.0,21.0,Ecuador,-76.4333,-0.85,250 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=63145,,,,Árbol de 12 m de altura; 16 cm DAP. Frutos verde claro con receptáculo verde obscuro. Fruto aparte.,Árbol de 12 m de altura; 16 cm DAP. Frutos verde claro con receptáculo verde obscuro. Fruto aparte.
,65297,INABIOEC,Carlos Eduardo Cerón Martínez,1990-01-20,1990.0,1.0,20.0,Ecuador,-77.6,-1.0667,400 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=65297,,,,Árbol de 30 m de altura. Infértil. Fuste recto. Raices tablares. Parcela Permanente 03; árbol 15.26,Árbol de 30 m de altura. Infértil. Fuste recto. Raices tablares. Parcela Permanente 03; árbol 15.26
,65298,INABIOEC,Carlos Eduardo Cerón Martínez,1988-01-16,1988.0,1.0,16.0,Ecuador,-76.0833,-0.8667,230 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=65298,,,,"Árbol de 15 m. Envés color canela. Frutos de 3 cm. de largo, pedúnculo color verde, ovario color verde-agua.","Árbol de 15 m. Envés color canela. Frutos de 3 cm. de largo, pedúnculo color verde, ovario color verde-agua."
,67209,INABIOEC,Calaway Homer Dodson,1983-05-05,1983.0,5.0,5.0,Ecuador,-79.36666,-0.58333,220 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=67209,,,,"Tree 20 m tall. Leaves subpuberulous below, glabrous above. Flowers yellow-green.","Tree 20 m tall. Leaves subpuberulous below, glabrous above. Flowers yellow-green."
,67653,INABIOEC,Patricio Fuentes,1999-08-27,1999.0,8.0,27.0,Ecuador,-78.9167,-4.25,1600 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=67653,,,,Árbol de 15 m. Flores pequeñas amarillas.,Árbol de 15 m. Flores pequeñas amarillas.
,68172,INABIOEC,Edgar Gudiño Jara,1990-08-01,1990.0,8.0,1.0,Ecuador,-76.8167,-1.7167,300 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=68172,,,,"Árbol grande de 30 m de altura; 35 a 40 cm DAP; en loma. Fuste recto. Hojas coriáceas quebradizas; verde-ferrugíneo-opaco, haz verde obscuro brilloso. Botones florales ferrugíneos. Flores amarillo-verdosas.","Árbol grande de 30 m de altura; 35 a 40 cm DAP; en loma. Fuste recto. Hojas coriáceas quebradizas; verde-ferrugíneo-opaco, haz verde obscuro brilloso. Botones florales ferrugíneos. Flores amarillo-verdosas."
,68355,INABIOEC,Juergen Homeier,2000-11-05,2000.0,11.0,5.0,Ecuador,-79.0667,-3.9667,,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=68355,,,,"tree, 12m, flowers","tree, 12m, flowers"
,68510,INABIOEC,Fernando Hurtado,1989-01-07,1989.0,1.0,7.0,Ecuador,-76.9167,-1.25,320 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=68510,,,,Árbol de 30 m. Frutos ovalados verdes; olor característico.,Árbol de 30 m. Frutos ovalados verdes; olor característico.
,70200,INABIOEC,Elbert Luther Little,1975-09-14,1975.0,9.0,14.0,Ecuador,-78.55,-3.6833,1000 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=70200,,,,"Árbol de 15m., 15 cm. dian., flores blancas.","Árbol de 15m., 15 cm. dian., flores blancas."
,70201,INABIOEC,Elbert Luther Little,1965-10-05,1965.0,10.0,5.0,Ecuador,-79.3667,0.3667,130 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=70201,,,,"Árbol de 35 m., 60 cm. d.a.p., con raíces tablares altas agudas.","Árbol de 35 m., 60 cm. d.a.p., con raíces tablares altas agudas."
,70290,INABIOEC,Manuel Juan Macía Barco,1997-11-09,1997.0,11.0,9.0,Ecuador,-76.2211,-0.9736,250 - 300 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=70290,,,,"Árbol 15 m, 10.9 cm DBH.","Árbol 15 m, 10.9 cm DBH."
,70872,INABIOEC,J. Montesdeoca,1979-07-17,1979.0,7.0,17.0,Ecuador,-78.6489,-3.7458,,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=70872,,,,"Árbol de 22 m, de altura; 35 cm DAP. Clase: dominante: Copa y follaje pequeña. Forma del fuste recto, presencia de aletas, cilíndrico. Corteza externa de color café oscura. Topografía: terreno inclinado.","Árbol de 22 m, de altura; 35 cm DAP. Clase: dominante: Copa y follaje pequeña. Forma del fuste recto, presencia de aletas, cilíndrico. Corteza externa de color café oscura. Topografía: terreno inclinado."
,71604,INABIOEC,David A. Neill,1998-12-16,1998.0,12.0,16.0,Ecuador,-80.2,-0.2667,600 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=71604,,,,"Canopy tree 25 m tall, 30 cm diameter. Newly flushed leaves brownish. Inflorescence branches ferruginous.","Canopy tree 25 m tall, 30 cm diameter. Newly flushed leaves brownish. Inflorescence branches ferruginous."
,72945,INABIOEC,Walter Armando Palacios Cuenca,1991-06-19,1991.0,6.0,19.0,Ecuador,-79.41666,-0.58333,150 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=72945,,,,Árbol de 25 m de altura; 25 cm DAP. Ramitas terminales parduzcas. Hojas con el haz brillante. Tépalos rosados por fuera.,Árbol de 25 m de altura; 25 cm DAP. Ramitas terminales parduzcas. Hojas con el haz brillante. Tépalos rosados por fuera.
,72946,INABIOEC,Walter Armando Palacios Cuenca,1990-10-12,1990.0,10.0,12.0,Ecuador,-77.7,-0.2,1600 - 1750 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=72946,,,,"Árbol de 10 m de altura; 15 cm DAP. Ramitas jóvenes, yemas y envés de hojas cafés o pardos. Flores masculinas. Tépalos pardos-cremas por fuera y cremas por dentro.","Árbol de 10 m de altura; 15 cm DAP. Ramitas jóvenes, yemas y envés de hojas cafés o pardos. Flores masculinas. Tépalos pardos-cremas por fuera y cremas por dentro."
,72948,INABIOEC,Walter Armando Palacios Cuenca,1987-07-03,1987.0,7.0,3.0,Ecuador,-77.6167,-1.0667,450 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=72948,,,,Árbol de 20 m. de altura. Frutos verdes. Fuste de la corteza lisa.,Árbol de 20 m. de altura. Frutos verdes. Fuste de la corteza lisa.
,73160,INABIOEC,Alvaro Javier Pérez Castañeda,2006-10-21,2006.0,10.0,21.0,Ecuador,-76.3811,-0.675,257 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=73160,,,,"Árbol 18 m, olor dulce en el tronco y hojas.","Árbol 18 m, olor dulce en el tronco y hojas."
,73297,INABIOEC,Nigel Pitman,1994-04-29,1994.0,4.0,29.0,Ecuador,-77.6,-1.0667,400 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=73297,,,,Marked tree number 13.20.,Marked tree number 13.20.
,73362,INABIOEC,Carlos Quelal,1992-03-26,1992.0,3.0,26.0,Ecuador,-77.5,-0.0167,900 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=73362,,,,"Árbol de 20 m de altura, 20 cm DAP. En sendero de bosque primario. Copa ancha. Flores cremosas.","Árbol de 20 m de altura, 20 cm DAP. En sendero de bosque primario. Copa ancha. Flores cremosas."
,75032,INABIOEC,Hendrik Hessel Van der Werff,1991-07-15,1991.0,7.0,15.0,Ecuador,-79.41666,-0.58333,230 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=75032,,,,"Tree, 15 m; flowers greenish; flowers and leaves pickled.","Tree, 15 m; flowers greenish; flowers and leaves pickled."
,75033,INABIOEC,Hendrik Hessel Van der Werff,2004-11-20,2004.0,11.0,20.0,Ecuador,-79.0833,-3.9833,2000 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=75033,,,,"Tree, 15 m. Flowers whitish.","Tree, 15 m. Flowers whitish."
,75734,INABIOEC,Vlastimil Zak,1989-07-02,1989.0,7.0,2.0,Ecuador,-76.7,-1.8167,260 m,Lauraceae,Rhodostemonodaphne,kunthiana,Rhodostemonodaphne kunthiana,Rohwer,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=75734,,,,Árbol de 20-25 m; DAP 30 cm. Hojas con envés café. Flores café-verdosas.,Árbol de 20-25 m; DAP 30 cm. Hojas con envés café. Flores café-verdosas.
,16619,INABIOEC,John Littner Clark,1996-02-14,1996.0,2.0,14.0,Ecuador,-79.7333333,0.35,400 - 600 m,Lecythidaceae,Eschweilera,awaensis,Eschweilera awaensis,S.A. Mori & Cornejo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16619,,,,"Canopy tree. DBH 16.4 inches. Bark spongy. Flower buds green. Permanent plot 1, quad. 4, tree 2.","Canopy tree. DBH 16.4 inches. Bark spongy. Flower buds green. Permanent plot 1, quad. 4, tree 2."
,34902,INABIOEC,Galo A. Tipaz,1993-01-15,1993.0,1.0,15.0,Ecuador,-78.9167,0.75,130 m,Lecythidaceae,Eschweilera,awaensis,Eschweilera awaensis,S.A. Mori & Cornejo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=34902,,,,"Árbol de 15 m de altura; 19.5 cm DAP. Fuste recto y cilíndrico. Frutos grandes en un pixídio, 2 semillas blancas. Fruto aparte. Nombre común: sandapaluchi","Árbol de 15 m de altura; 19.5 cm DAP. Fuste recto y cilíndrico. Frutos grandes en un pixídio, 2 semillas blancas. Fruto aparte. Nombre común: sandapaluchi"
,159193,INABIOEC,David A. Neill,1999-11-25,1999.0,11.0,25.0,Ecuador,-79.7333333,0.35,500 m,Lecythidaceae,Eschweilera,awaensis,Eschweilera awaensis,S.A. Mori & Cornejo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=159193,,,140319-140321-1/2,"Canopy tree 35 m tall, 50 cm diameter. Bark fibrous, deeply furrowed. Flowers lemon-yellow.","Canopy tree 35 m tall, 50 cm diameter. Bark fibrous, deeply furrowed. Flowers lemon-yellow."
,179091,INABIOEC,Patricio Méndez,1993-02-20,1993.0,2.0,20.0,Ecuador,-78.9167,0.7167,250 m,Lecythidaceae,Eschweilera,awaensis,Eschweilera awaensis,S.A. Mori & Cornejo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=179091,,,,"Arbol de 15 m de altura, 30 cm DAP. En terreno plano. Fuste recto. FRUTO APARTE. Arbol # 01.01","Arbol de 15 m de altura, 30 cm DAP. En terreno plano. Fuste recto. FRUTO APARTE. Arbol # 01.01"
,179092,INABIOEC,Xavier Francisco Cornejo Sotomayor,2010-03-24,2010.0,3.0,24.0,Ecuador,-78.8833,0.7167,50 m,Lecythidaceae,Eschweilera,awaensis,Eschweilera awaensis,S.A. Mori & Cornejo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=179092,,,,"Tree 15 m tall, ca. 40 cm dbh. Leaves to 80 x 20 cm, subpendulous. Flowers yellow, androecial hood with a triple coil. Infructescences to 100 cm long. Seeds verrucose, covered by spreading aril. Fruits separate. Sample for DNA studies. Photo.","Tree 15 m tall, ca. 40 cm dbh. Leaves to 80 x 20 cm, subpendulous. Flowers yellow, androecial hood with a triple coil. Infructescences to 100 cm long. Seeds verrucose, covered by spreading aril. Fruits separate. Sample for DNA studies. Photo."
,9702,INABIOEC,John Richard Abbott,1994-09-24,1994.0,9.0,24.0,Ecuador,-79.75,0.36666,600 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=9702,,,,Tree to ca. 10 m tall; flowers pinkish red to purplish and fragrant. Along southern boundary SW of cabin; woodland edge. Field preserved in 50% alcohol.,Tree to ca. 10 m tall; flowers pinkish red to purplish and fragrant. Along southern boundary SW of cabin; woodland edge. Field preserved in 50% alcohol.
,10463,INABIOEC,Carlos Aulestia,1993-02-25,1993.0,2.0,25.0,Ecuador,-78.2667,1.0333,900 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=10463,,,,"Árbol de 15 m de altura; 20 cm DAP. En pendiente de bosque primario, terreno drenado. Botones florales rojo con crema. Sépalos rojizos.","Árbol de 15 m de altura; 20 cm DAP. En pendiente de bosque primario, terreno drenado. Botones florales rojo con crema. Sépalos rojizos."
,10464,INABIOEC,Carlos Aulestia,1993-03-22,1993.0,3.0,22.0,Ecuador,-78.43333,0.86666,250 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=10464,,,,Árbol de 10 m de altura. En bosque primario. Flores redondas marrón.,Árbol de 10 m de altura. En bosque primario. Flores redondas marrón.
,11978,INABIOEC,Brad Boyle,1994-08-20,1994.0,8.0,20.0,Ecuador,-78.43333,0.86666,760 - 780 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=11978,,,,"Tree, ca. 20 cm dbh. Flowers borne directly on trunk, from 0.5 to 5 m up. Flowers red. Fruits brown.","Tree, ca. 20 cm dbh. Flowers borne directly on trunk, from 0.5 to 5 m up. Flowers red. Fruits brown."
,16585,INABIOEC,John Littner Clark,1996-06-20,1996.0,6.0,20.0,Ecuador,-79.9667,0.0167,300 - 700 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16585,,,,Common subcanopy tree. Entire flower red.,Common subcanopy tree. Entire flower red.
,16587,INABIOEC,John Littner Clark,1994-09-21,1994.0,9.0,21.0,Ecuador,-79.73333,0.35,400 - 600 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16587,,,,Canopy tree in mature forest. Fruits seperate.,Canopy tree in mature forest. Fruits seperate.
,16589,INABIOEC,John Littner Clark,2003-02-12,2003.0,2.0,12.0,Ecuador,-78.6,0.9667,350-600 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16589,,,,"Tree, 10 m tall. Perianth reddish-purple. In silicagel.","Tree, 10 m tall. Perianth reddish-purple. In silicagel."
,16591,INABIOEC,John Littner Clark,1996-10-01,1996.0,10.0,1.0,Ecuador,-79.73333,0.35,500 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16591,,,,"Tree, 20 m tall. Base of leaf auriculate. Inflorescence a short ramiflorous raceme. Petals and sepals fleshy and pink. See slides.","Tree, 20 m tall. Base of leaf auriculate. Inflorescence a short ramiflorous raceme. Petals and sepals fleshy and pink. See slides."
,16601,INABIOEC,John Littner Clark,1997-03-12,1997.0,3.0,12.0,Ecuador,-79.73333,0.36666,650 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=16601,,,,"Tree, 17 m tall. DBH 33.4 cm. Permanent plot 2; Quadrat 13; Tree 11. Flowers usually singular, sometimes on a very short raceme. Entire perianth pink. Flowers fall apart easily. Fruits separate. See Clark #'s 4024, 4061, and 4030.","Tree, 17 m tall. DBH 33.4 cm. Permanent plot 2; Quadrat 13; Tree 11. Flowers usually singular, sometimes on a very short raceme. Entire perianth pink. Flowers fall apart easily. Fruits separate. See Clark #'s 4024, 4061, and 4030."
,23452,INABIOEC,Patricio Fuentes,1999-08-27,1999.0,8.0,27.0,Ecuador,-78.9167,-4.25,1600 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=23452,,,,"aÁrbol de 20 m. Flores blancas, estambres amarillos. Inflorescencias axilares.","aÁrbol de 20 m. Flores blancas, estambres amarillos. Inflorescencias axilares."
,24608,INABIOEC,Juergen Homeier,2008-04-05,2008.0,4.0,5.0,Ecuador,-77.5667,-0.8333,,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24608,,,,"tree, plot 47#1365","tree, plot 47#1365"
,24609,INABIOEC,Juergen Homeier,2008-03-26,2008.0,3.0,26.0,Ecuador,-77.7817,-0.6383,,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24609,,,,"tree, plot 77#2477, fruits","tree, plot 77#2477, fruits"
,24938,INABIOEC,Fernando Hurtado,1988-09-09,1988.0,9.0,9.0,Ecuador,-77.6,-0.7167,1200 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24938,,,,"Árbol de 9 m, con botones florales y flores rosadas; algunos botones son amarillentos, la parte central de la flor amarilla. Abundante musgo en toda la planta. Bosque primario perturbado.","Árbol de 9 m, con botones florales y flores rosadas; algunos botones son amarillentos, la parte central de la flor amarilla. Abundante musgo en toda la planta. Bosque primario perturbado."
,24942,INABIOEC,Fernando Hurtado,1988-07-15,1988.0,7.0,15.0,Ecuador,-77.5833,-0.7,1200 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24942,,,,"Árbol de 9 m, cubierto de musgo. Flor color rosado con blanco.","Árbol de 9 m, cubierto de musgo. Flor color rosado con blanco."
,24945,INABIOEC,Fernando Hurtado,1989-10-23,1989.0,10.0,23.0,Ecuador,-77.6667,-0.7167,1200 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24945,,,,Árbol de 14 m; 30.23 cm DAP. Flores y botones rosados.,Árbol de 14 m; 30.23 cm DAP. Flores y botones rosados.
,29227,INABIOEC,David A. Neill,1999-01-07,1999.0,1.0,7.0,Ecuador,-78.5667,1.2,200 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29227,,,,"Tree 20 m tall, 30 cm diameter. Common name ""tete"".","Tree 20 m tall, 30 cm diameter. Common name ""tete""."
,30970,INABIOEC,Walter Armando Palacios Cuenca,1990-10-03,1990.0,10.0,3.0,Ecuador,-77.65,-0.1833,1500 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30970,,,,"Árbol de 20 m de altura; 50 cm DAP. Hojas coriáceas, haz brillante. Frutos cafés.","Árbol de 20 m de altura; 50 cm DAP. Hojas coriáceas, haz brillante. Frutos cafés."
,30973,INABIOEC,Walter Armando Palacios Cuenca,1989-10-06,1989.0,10.0,6.0,Ecuador,-77.5667,-0.7167,1100 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30973,,,,Árbol de 12 m de altura. Hojas membranosas. Corola rosada. Estambres amarillas.,Árbol de 12 m de altura. Hojas membranosas. Corola rosada. Estambres amarillas.
,30984,INABIOEC,Walter Armando Palacios Cuenca,1995-02-24,1995.0,2.0,24.0,Ecuador,-79.76833,0.325,550 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30984,,,,"Árbol común de subdosel hasta 18 m de altura, 25 cm DAP. Corteza parte interna crema fibrosa. Flores rosadas obscuras.","Árbol común de subdosel hasta 18 m de altura, 25 cm DAP. Corteza parte interna crema fibrosa. Flores rosadas obscuras."
,30985,INABIOEC,Walter Armando Palacios Cuenca,1995-02-18,1995.0,2.0,18.0,Ecuador,-79.7111,0.36,850 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30985,,,,"Árbol común hasta 20 m de altura. Corteza con láminas irregulares que se desprenden dejando cicatrices amorfas, corteza interna crema sin olor. Peciolos alados. Flores púrpuras. Nombre común: ""natillo"".","Árbol común hasta 20 m de altura. Corteza con láminas irregulares que se desprenden dejando cicatrices amorfas, corteza interna crema sin olor. Peciolos alados. Flores púrpuras. Nombre común: ""natillo""."
,30986,INABIOEC,Walter Armando Palacios Cuenca,0000-00-00,1994.0,8.0,0.0,Ecuador,-78.1167,0.8333,1900 - 2100 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30986,,,,"Árbol de 10 m de altura; 30 cm DAP. Ptalos rosados oscuros, columna estaminal crema.","Árbol de 10 m de altura; 30 cm DAP. Ptalos rosados oscuros, columna estaminal crema."
,30988,INABIOEC,Walter Armando Palacios Cuenca,1989-03-27,1989.0,3.0,27.0,Ecuador,-77.6,-0.7167,1200 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30988,,,,Árbol 10 m de alto; 15 cm DAP. Hojas cartáceas. Flores: cáliz verde; corola rosada; columna de los estambres rosados en la base y cremas en el ápice.,Árbol 10 m de alto; 15 cm DAP. Hojas cartáceas. Flores: cáliz verde; corola rosada; columna de los estambres rosados en la base y cremas en el ápice.
,30994,INABIOEC,Walter Armando Palacios Cuenca,1985-02-27,1985.0,2.0,27.0,Ecuador,-78.1,-1.45,1300 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30994,,,,"Árbol de 6-7 m de alto, creciendo en potrero. Frutos grandes y pesados, con látex amarillo claro y con un anillo ecuatorial.","Árbol de 6-7 m de alto, creciendo en potrero. Frutos grandes y pesados, con látex amarillo claro y con un anillo ecuatorial."
,32603,INABIOEC,Nigel Pitman,1994-12-30,1994.0,12.0,30.0,Ecuador,-79.73333,0.35,400 - 600 m,Lecythidaceae,Eschweilera,caudiculata,Eschweilera caudiculata,R. Knuth,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=32603,,,,"Tree to 10 m, in mature forest.","Tree to 10 m, in mature forest."
