id,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,verbatimElevation,family,genus,specificEpithet,scientificName,scientificNameAuthorship,occurrenceRemarks,dynamicProperties,verbatimAttributes,references,reproductiveCondition
28654,INABIOEC,Edwin Narváez,1998-10-10,1998.0,10.0,10.0,Ecuador,-78.3167,-1.0833,3600 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbolito de 4 m. Frutos rojos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=28654,
29294,INABIOEC,David A. Neill,2002-02-17,2002.0,2.0,17.0,Ecuador,-78.7736,-4.1247,2740 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Small tree 2 m tall. Flowers bright yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29294,
29297,INABIOEC,David A. Neill,2001-11-28,2001.0,11.0,28.0,Ecuador,-78.1256,-1.3639,2740 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Tree 6 m tall. Flowers bright yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29297,
29302,INABIOEC,David A. Neill,1997-10-01,1997.0,10.0,1.0,Ecuador,-77.85,-0.6167,2300 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Tree 20 m tall. At ridge crest. Flowers bright yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29302,
29303,INABIOEC,David A. Neill,1991-01-27,1991.0,1.0,27.0,Ecuador,-78.1167,-0.3333,3000 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Tree 10 m tall, 25 cm diameter. In pasture - forest remnant. Corolla bright yellow. Flowers fragrant, visited by bees. Fruit fleshy, globose, orange, about 1 cm diameter.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29303,
30049,INABIOEC,Benjamin Øllgaard,1985-02-23,1985.0,2.0,23.0,Ecuador,-79.166667,-4.083333,2800 - 2950 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"In 13 m tall tree,flowers yellow. Common.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30049,
30051,INABIOEC,Benjamin Øllgaard,1995-10-28,1995.0,10.0,28.0,Ecuador,-78.0833,-0.2167,3500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Tree, flowers yellow Rosas, Ichul Wood used for carving complex figures.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=30051,
31118,INABIOEC,Walter Armando Palacios Cuenca,1995-01-01,1995.0,1.0,1.0,Ecuador,-79.133333,-4.383333,2750 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 10 m de altura; 30 cm DAP. Frutos anaranjados.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31118,
31121,INABIOEC,Walter Armando Palacios Cuenca,1990-10-18,1990.0,10.0,18.0,Ecuador,-77.8667,-0.6,2100 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol semiepífito de 6 m de altura. Presencia de botones florales.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31121,
31125,INABIOEC,Walter Armando Palacios Cuenca,1992-03-03,1992.0,3.0,3.0,Ecuador,-78.0167,0.3,3400 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 6 m del suelo; 20 cm DAP. Hojas coriáceas. Frutos globosos rojos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31125,
31127,INABIOEC,Walter Armando Palacios Cuenca,1995-01-01,1995.0,1.0,1.0,Ecuador,-79.15,-4.383333,2450 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Arbusto de 1 m de altura. Flores vistosas amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31127,
31130,INABIOEC,Walter Armando Palacios Cuenca,1989-02-06,1989.0,2.0,6.0,Ecuador,-78.55,-3.0333,2100 - 2200 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol 5 m alto. Frutos verduzcos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31130,
31132,INABIOEC,Walter Armando Palacios Cuenca,1989-02-20,1989.0,2.0,20.0,Ecuador,-77.7,0.26666,3200 - 3450 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol 15 m de altura con 25 m de DAP. Flores vistosas amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31132,
31134,INABIOEC,Walter Armando Palacios Cuenca,1993-11-02,1993.0,11.0,2.0,Ecuador,-78.0333,0.75,3400 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Arbusto de 2 m de altura. Follaje denso. Frutos globosos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31134,
33306,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-18,2003.0,8.0,18.0,Ecuador,-78.669167,-0.476389,3378 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Arbusto ca. 3 m; ramas terminales verdes claras-amarillentas; frutos inmaduros verde claros; algunas yemas terminales con agallas, verde-rojo-amarillentas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33306,
33308,INABIOEC,Jorge Eduardo Ramos Peréz,2003-07-20,2003.0,7.0,20.0,Ecuador,-78.8353,-0.5922,3098 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Árbol ca 7 m; brácteas de inflorescencia verdes; frutos inmaduros verdes, con ápice cafezoso.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33308,
33744,INABIOEC,Wilson Rojas,2000-03-17,2000.0,3.0,17.0,Ecuador,-78.6467,-0.0456,2600 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol 12 m. Flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33744,
33933,INABIOEC,Daniel Rubio,1990-08-08,1990.0,8.0,8.0,Ecuador,-78.0,0.33333,3500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 12 m de altura; 25 cm DAP. Fuste bifurcado irregular. Flores amarillas. Frutos alargados amarillentos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33933,
33934,INABIOEC,Daniel Rubio,1991-12-23,1991.0,12.0,23.0,Ecuador,-79.0667,-3.9667,2400 - 2600 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Arbusto de 1.5 m de altura; a 2400 m s.n.m. vía Loja Zamora. Flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33934,
34907,INABIOEC,Galo A. Tipaz,1991-09-29,1991.0,9.0,29.0,Ecuador,-77.8667,-0.4333,1900 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Árbol, 8 m de altura. Colectado cerca a las piscinas de agua termal, en terreno plano. Botones florales verde-amarillen- tos. Frutos globosos rojizos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=34907,
34908,INABIOEC,Galo A. Tipaz,1989-07-02,1989.0,7.0,2.0,Ecuador,-77.7,0.5833,3200 - 3500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Nombre vulgar: matial Árbol de 15-20 m; 70 cm DAP. Corteza externa café agrietada, se desprende en capas, 1.5 cm de grosor; interna roja. Hojas jóvenes suaves, verdes claras, brillosas. Flores amarillas vistosas. Sabor dulce al masticar la corteza. Usos: duelas para revestimientos, pisos, largueros, leña, etc.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=34908,
35807,INABIOEC,Hendrik Hessel Van der Werff,2004-10-28,2004.0,10.0,28.0,Ecuador,-78.3933,-3.6422,1800 - 2000 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Tree, 6 m. Flowers yellow.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=35807,
35808,INABIOEC,Hendrik Hessel Van der Werff,2004-11-11,2004.0,11.0,11.0,Ecuador,-78.4406,-3.6253,1400 - 1500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Tree, 15 m. Flowers yellow.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=35808,
36458,INABIOEC,José Homero Vargas López,1995-03-14,1995.0,3.0,14.0,Ecuador,-78.3,-1.1,3470 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 6 m de altura. Flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=36458,
36459,INABIOEC,José Homero Vargas López,1995-03-03,1995.0,3.0,3.0,Ecuador,-78.35,-1.25,3100 - 3600 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 20 m de altura. Flores en capítulos amarillos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=36459,
36460,INABIOEC,José Homero Vargas López,1998-09-17,1998.0,9.0,17.0,Ecuador,-78.25,-0.9667,3015 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Parásita. Frutos cafés.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=36460,
36461,INABIOEC,José Homero Vargas López,1999-01-06,1999.0,1.0,6.0,Ecuador,-77.85,-0.63333,2400 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Parásita, flores amarillas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=36461,
36467,INABIOEC,José Homero Vargas López,1998-06-16,1998.0,6.0,16.0,Ecuador,-78.05,-0.4667,2850 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Árbol de 20 m. Frutos anaranjados. Nombre vernacular: sacha café.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=36467,
43650,INABIOEC,Brad Boyle,1993-05-23,1993.0,5.0,23.0,Ecuador,-78.1,0.9,2275 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Tree, 16.0 cm dbh. Fruits with slight rose blush. Transect 2250-1.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=43650,
103919,INABIOEC,Mariela Martínez,2003-07-21,2003.0,7.0,21.0,Ecuador,-78.45,-1.5,2680 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Arbusto de 3 m de alto, tallo leñoso. Flores anaranjadas. Fruto negro. N. común: ""popa""",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=103919,
151023,INABIOEC,David A. Neill,2003-09-07,2003.0,9.0,7.0,Ecuador,-78.3956,-3.6456,1970 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Tree 6 m tall. Flowers bright yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=151023,
155620,INABIOEC,Calaway Homer Dodson,1984-07-23,1984.0,7.0,23.0,Ecuador,-78.888,-0.25,3160 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,Arbusto hasta 1.2 m de alto. Flores amarilla.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=155620,
158407,INABIOEC,Lino Mora,1998-12-04,1998.0,12.0,4.0,Ecuador,-77.71666,0.58333,3500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Árbol tallos quebradizos, Flores en panícula con las corolas amarillas",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=158407,
159992,INABIOEC,Walter Armando Palacios Cuenca,1989-02-16,1989.0,2.0,16.0,Ecuador,-78.7167,-0.25,2300 - 2500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Árbol de 5 m. Hojas subcoriáceas. Flores blancas, vistosas, ligeramente fragantes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=159992,
162154,INABIOEC,Hendrik Hessel Van der Werff,1989-08-01,1989.0,8.0,1.0,Ecuador,-78.1,0.91666,2500 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Flowers white. Parasitic woody liana, ca. 15 cm in diameter.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=162154,
7500320,INABIOEC,Diana Margoth Fernández Fernández,2015-11-28,2015.0,11.0,28.0,Ecuador,-79.615833,-3.504783,3118 m,Loranthaceae,Gaiadendron,punctatum,Gaiadendron punctatum,G. Don,,,"Arbusto de 1.5 m de alto. Hojas coriáceas, glabras; haz verde oscuro; envés verde amarillento. Brácteas verde amarillentas; pétalos amarillos; anteras cafés.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7500320,flower
10148,INABIOEC,Aída Álvarez,1992-08-28,1992.0,8.0,28.0,Ecuador,-78.46666,-0.38333,1900 - 2500 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 10 m de altura, 14 cm de DAP. Frutos blancos con el ápice terminado en punta.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=10148,
11043,INABIOEC,Milton Eduardo Aulestia,1993-08-26,1993.0,8.0,26.0,Ecuador,-76.6666667,-0.4666667,230 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 16 m de altura; 14 cm DAP. Frutos cafés. Mesocarpo rojo.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=11043,
11262,INABIOEC,Marc André Baker,1985-11-01,1985.0,11.0,1.0,Ecuador,-78.584651,-3.445954,800 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol tumbado, corteza gris-blanca; hoja coriacea, haz verde oscuro, lamina un poco levantada entre las nervaduras, enves verde-blanco muy claro, fruto gris-verde claro con dos constricciones opuestas logitudinales somerosas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=11262,
22002,INABIOEC,Alberto Dik,1994-01-23,1994.0,1.0,23.0,Ecuador,-76.35,-0.8333,270 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 15 m de altura; 30 cm DAP. Colectado en ladera. Raíces tablares. Fuste con sinuosidades. Hojas con olor agradable. Frutos tetraloculares axilares.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=22002,
22003,INABIOEC,Alberto Dik,1994-03-01,1994.0,3.0,1.0,Ecuador,-76.3,-0.8333,250 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 13 m de altura; 15 cm DAP. Hojas simples opuestas con nervaduras broquidódromas, pecíolo acanalado. Olor desagradable. Frutos con glándulas en el receptáculo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=22003,
22005,INABIOEC,Alberto Dik,1994-08-30,1994.0,8.0,30.0,Ecuador,-76.1833,-1.0,250 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol. Hojas simples, envés blanco. Fruto globoso oliva, con glándulas basales. FRUTOS APARTE.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=22005,
22269,INABIOEC,Calaway Homer Dodson,1979-02-05,1979.0,2.0,5.0,Ecuador,-79.15,-0.26666,530 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Tree to 10 m tall; fruits orange, leaves silvery underneath. Cancer voucher.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=22269,
23938,INABIOEC,Armando Grijalva,1994-05-16,1994.0,5.0,16.0,Ecuador,-76.4,-0.6667,250 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 7 m de altura; 10 cm DAP. Frutos anaranjados con 2 semillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=23938,
23939,INABIOEC,Armando Grijalva,1992-10-01,1992.0,10.0,1.0,Ecuador,-76.6166667,-0.4166667,220 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 5 m de altura. En bosque secundario. Frutos verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=23939,
24287,INABIOEC,Edgar Gudiño Jara,1993-02-20,1993.0,2.0,20.0,Ecuador,-76.61666,-0.41666,250 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol grande de 30 m de altura; 50 cm DAP. Hojas con el envés pardo. Pedúnculo y botones florales café-verdosos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24287,
24292,INABIOEC,Edgar Gudiño Jara,1991-07-04,1991.0,7.0,4.0,Ecuador,-78.5,-3.4167,1500 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbolito pequeño, 10 m de altura, 10 cm DAP. En pendiente. Envés de las hojas y frutos parduzcos. Colectado a 1500 m.s.n.m. Km 47.5",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24292,
24653,INABIOEC,Juergen Homeier,2008-04-14,2008.0,4.0,14.0,Ecuador,-77.7483,-0.675,,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"tree, plot 65 #2026, flowers",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24653,
24968,INABIOEC,Fernando Hurtado,1989-05-18,1989.0,5.0,18.0,Ecuador,-77.5667,-0.7167,1000 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 15 m. Hojas con envés dorado pubescente. Frutos semiredondos verdes dorados.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24968,
24969,INABIOEC,Fernando Hurtado,1988-09-17,1988.0,9.0,17.0,Ecuador,-77.6,-0.7167,1200 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 25 m; frutos amarillos, redondos; haz de la hoja verde, envés blancuzco pubescente. Bosque primario. Cumal muyo (Quichua).",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=24969,
28073,INABIOEC,Lider Miranda,1998-11-02,1998.0,11.0,2.0,Ecuador,-80.6833,-1.0333,450 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 12 m, DAP 20 cm, fuste irregular, corteza grís rugosa con manchas verdes blanquecinas, copa irregular.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=28073,
29394,INABIOEC,David A. Neill,1989-01-26,1989.0,1.0,26.0,Ecuador,-76.9167,-1.25,320 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Tree 12 m tall, in forest understory. Leaves yellow-green pubescent beneath.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29394,
29403,INABIOEC,David A. Neill,1998-12-18,1998.0,12.0,18.0,Ecuador,-80.1833,-0.15,400 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Tree 15 m tall, 20 cm diameter. Leaves silvery-pubescent beneath. Flowers yellow. Fruits orange-greenish.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29403,
29404,INABIOEC,David A. Neill,1998-12-15,1998.0,12.0,15.0,Ecuador,-80.16666,-0.06666,100 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Tree 15 m tall. Forest subcanopy. Leaves silvery-pubescent beneath. Fruits bright orange.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29404,
29405,INABIOEC,David A. Neill,2000-05-23,2000.0,5.0,23.0,Ecuador,-80.0233,0.708,180 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Tree 7 m tall, 12.5 cm DBH. Fruits green. Tree # 5.51.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29405,
29833,INABIOEC,Fernando Nicolalde-Morejón,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,1960 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 6-7 m. Frutos maduros amarillos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=29833,
31241,INABIOEC,Walter Armando Palacios Cuenca,1985-08-14,1985.0,8.0,14.0,Ecuador,-76.75,-1.4,275 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 12 m de alto, dentro del bosque primario; frutos café-verdosos, por den- tro de color rojo vivo; envés de las ho- jas verde-café-blancuzcas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31241,
31244,INABIOEC,Walter Armando Palacios Cuenca,1987-09-01,1987.0,9.0,1.0,Ecuador,-77.6167,-1.0667,450 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol estéril. Hojas con envés blancuzco. Parcela permanente 02 . Árbol # R 20 .,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31244,
31246,INABIOEC,Walter Armando Palacios Cuenca,1985-10-30,1985.0,10.0,30.0,Ecuador,-77.6167,-1.0667,500 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Árbol de 9 m de altura; flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=31246,
32615,INABIOEC,Nigel Pitman,1994-06-25,1994.0,6.0,25.0,Ecuador,-76.2333,-0.8833,250 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Tree 12 m tall. Leaf undersides white. Orange fruits in axillary racemes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=32615,
32616,INABIOEC,Nigel Pitman,1994-04-29,1994.0,4.0,29.0,Ecuador,-77.6,-1.0667,400 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,Marked tree number 21.19.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=32616,
33747,INABIOEC,Wilson Rojas,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,2000 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 7 m. Hojas coriáceas verde obscuro por el haz y el envés verde claro, peci4olos de las hojas terminales amarillos. Infrutescencia axilar, frutos maduros amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=33747,
146738,INABIOEC,Carlos Eduardo Cerón Martínez,1989-08-06,1989.0,8.0,6.0,Ecuador,-77.6,-1.0667,400 m,Malpighiaceae,Bunchosia,argentea,Bunchosia argentea,DC.,,,"Árbol de 13 m, infertil. Parc. Perm. 05-08-21",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=146738,
109592,INABIOEC,Danny Vega,2006-12-29,2006.0,12.0,29.0,Ecuador,-77.9,-0.4667,1820 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Árbol de 10 m. Fuste grisáceo. Flores blancas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=109592,
112310,INABIOEC,Pedro Acevedo-Rodríguez,1995-06-21,1995.0,6.0,21.0,Ecuador,-76.4,-0.683333,225 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Tree 7 m tall; inflorescence erect with green axes; flowers greenish yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112310,
112404,INABIOEC,Jorge Caranqui,2002-08-23,2002.0,8.0,23.0,Ecuador,-77.9842,-1.9358,1015 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Árbol de 6m de alto. Infrutescencia madura café.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112404,
112428,INABIOEC,Carlos Eduardo Cerón Martínez,1991-04-16,1991.0,4.0,16.0,Ecuador,-78.4333,-2.6,1300 - 1350 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Árbol de 15 m de altura. Común en bosques secundarios y potreros. Flores verde agua. Nombre común: ""sapán"". La corteza se utiliza para hacer sogas y el fuste como balsa.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112428,
112434,INABIOEC,Carlos Eduardo Cerón Martínez,1992-06-11,1992.0,6.0,11.0,Ecuador,-77.6167,-1.0667,400 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Árbol de borde de carretera, inflorescencias cremas. Nombre Quichua: Damoa. El tronco se usa como balsa para hacer juguetes de niños como aviones, canoas, remos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112434,
112441,INABIOEC,Carlos Eduardo Cerón Martínez,1987-06-16,1987.0,6.0,16.0,Ecuador,-78.1667,-1.4,1500 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Árbol de 12 m. Inflorescencia color verde-agua. Frutos helicoidales, color vino. Bosque disturbado.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112441,
112444,INABIOEC,Carlos Eduardo Cerón Martínez,1987-11-14,1987.0,11.0,14.0,Ecuador,-77.6,-1.0667,450 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Árbol de 15 m. Inflorescencia color verde-plomo; estambres crema-amarillo.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112444,
112487,INABIOEC,John Littner Clark,1995-06-05,1995.0,6.0,5.0,Ecuador,-76.43333,-0.5,200 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Tree, 3 m tall in disturbed forest. Common name: Daman.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112487,
112492,INABIOEC,John Littner Clark,1996-11-06,1996.0,11.0,6.0,Ecuador,-78.9167,-4.1833,1550 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Tree, 20 m tall.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112492,
112592,INABIOEC,Tatiana Dávila,1999-02-13,1999.0,2.0,13.0,Ecuador,-77.6,-1.0667,450 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,"Árbol de 7 m, 13 cm de DAP. Corteza fisurada. Inflorescencia café.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112592,
112688,INABIOEC,Patricio Fuentes,1999-08-27,1999.0,8.0,27.0,Ecuador,-78.9167,-4.25,1600 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Árbol de 20 m. Flores cafés.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112688,
112713,INABIOEC,Armando Grijalva,1992-09-01,1992.0,9.0,1.0,Ecuador,-76.6166667,-0.4166667,220 m,Malvaceae,Heliocarpus,americanus,Heliocarpus americanus,L.,,,Árbol de 12 m de altura. En bosque primario. Glándulas en el envés de las hojas. Pétalos cremas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=112713,
