id,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,verbatimElevation,family,genus,specificEpithet,scientificName,scientificNameAuthorship,occurrenceRemarks,dynamicProperties,verbatimAttributes,references,reproductiveCondition
81150,INABIOEC,Thomas Bernard Croat,3/23/2006,2006.0,3.0,23.0,Ecuador,-78.6775,-0.2942,2977 m,Acanthaceae,Aphelandra,acanthus,Aphelandra acanthus,Nees,,,Shrub 3 m tall; flower yellow.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=81150,
81298,INABIOEC,Aída Álvarez,5/1/1992,1992.0,5.0,1.0,Ecuador,-77.91666,-0.68333,2050 m,Acanthaceae,Aphelandra,acanthus,Aphelandra acanthus,Nees,,,"Arbusto de 2 m de altura. Hojas simples, opuestas, con espinas en el borde. Flores tubulares, amarillas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=81298,
146256,INABIOEC,Diego Reyes,10/26/2008,2008.0,10.0,26.0,Ecuador,-77.5833,0.4833,2600 m,Acanthaceae,Aphelandra,acanthus,Aphelandra acanthus,Nees,,,Arbusto de hasta 3 m de alto. Flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=146256,
150837,INABIOEC,H. Anton,1/12/1997,1997.0,1.0,12.0,Ecuador,-78.1667,0.7667,2200 m,Acanthaceae,Aphelandra,acanthus,Aphelandra acanthus,Nees,,,Arbusto de 3 m de alto. Flores amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=150837,
151015,INABIOEC,R. Pennington,1/15/1997,1997.0,1.0,15.0,Ecuador,-79.2833,-4.0,2275-2380 m,Acanthaceae,Aphelandra,acanthus,Aphelandra acanthus,Nees,,,"Steep slope, sandy soil. Shrub 4m. Inflorescence axis yellowish green. Flowers yellow. Anther connective yellow.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=151015,
5525,INABIOEC,Calaway Homer Dodson,1979-07-12,1979.0,7.0,12.0,Ecuador,-79.23,-0.311944,420 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,"Tree to 8 m along river bank. Petals white, stamens yellow.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5525,
7035,INABIOEC,Fernando Nicolalde-Morejón,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,1960 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,Árbol de 6 m. Flores blancas. Estambres amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7035,
8051,INABIOEC,Milton Tirado,1994-08-18,1994.0,8.0,18.0,Ecuador,-78.1833333,0.8333333,2000 - 2400 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,"Árbol de 18-20 m de altura. Flores blancas. Nombre común: ""moquillo"".",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8051,
139050,INABIOEC,Laurence Joseph Dorr,1988-11-14,1988.0,11.0,14.0,Ecuador,-78.1,0.9,,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,"Tree, 5 m tall petal white. Anthers yellow. Ovary light green.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139050,
139051,INABIOEC,Efraín Liborio Freire Mayorga,2007-05-07,2007.0,5.0,7.0,Ecuador,-78.8715,0.1701,1182 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,"Árbol con inflorescencia apical, flores blancas",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139051,
139052,INABIOEC,H. Anton,1997-02-09,1997.0,2.0,9.0,Ecuador,-78.1667,0.7667,2200 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,Arbusto de 3 m de alto. Flores blancas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139052,
139053,INABIOEC,Ana Mariscal,2006-07-23,2006.0,7.0,23.0,Ecuador,-78.508872,0.222181,2300 m,Actinidiaceae,Saurauia,brachybotrys,Saurauia brachybotrys,Turcz.,,,"Arbusto en pendiente de 2 m de alto y 3 cm de DAP. Peciolos rojizos, pelos insurtos morados. Flores pétalos blancos, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139053,
5376,INABIOEC,S. Bibiana Cuamacás,1993-08-28,1993.0,8.0,28.0,Ecuador,-78.4333,0.3333,2200 - 3200 m,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,Wawra,,,"Árbol de 7 m de altura, 10 cm DAP. Corteza externa café-rojiza, 0.3 cm de espesor; interna crema. Hojas pubescentes de color rojizo. Hojas jóvenes de color morado. Flores con pétalos blancos, estambres amarillos. Nombre común: moquillo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5376,
6701,INABIOEC,Lino Mora,1998-07-16,1998.0,7.0,16.0,Ecuador,-77.71666,0.58333,3200 m,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,Wawra,,,Árbol de 12.0 cm DAP y 12 m de alto. Tallo pubescente ferrugineo con espinas Hojas grandes asperas. Flores en dicasio Frutos en Bayas de 2 cm.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=6701,
7223,INABIOEC,Walter Armando Palacios Cuenca,1991-04-04,1991.0,4.0,4.0,Ecuador,-77.7,0.6,3200 m,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,Wawra,,,Árbol de 5 m de altura; 10 cm DAP. Yemas jóvenes de las hojas y envés de hojas jóvenes castaños. Pétalos blancos; estambres amarillos. Frutos comestibles. Nombre común: moquillo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7223,
7853,INABIOEC,Daniel Rubio,1990-08-08,1990.0,8.0,8.0,Ecuador,-78.0,0.33333,3500 m,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,Wawra,,,Árbolito de 5 m de altura; 8 cm DAP. Inflorescencia en botón verde oliva.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7853,
7999,INABIOEC,Galo A. Tipaz,1989-04-02,1989.0,4.0,2.0,Ecuador,-77.7,0.5833,3200 - 3500 m,Actinidiaceae,Saurauia,bullosa,Saurauia bullosa,Wawra,,,"Nombre vulgar: moquillo Árbol de 10-15 m; 30 cm DAP. Corteza externa rosada con fisuras, 0.5-1 cm de grosor; corteza interna lisa, amarilla babosa. Hojas ásperas con pelos rojizos. Flores con pétalos blancos. Frutos comestibles. Sabor picante baboso al masticar las hojas. Usos: soleras, leñas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7999,
4274,INABIOEC,Rick Bensman,0000-00-00,1990.0,0.0,0.0,Ecuador,-77.667036,-1.043996,450 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Primary forest tree, with white flowers. 3.5 meters high.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4274,
5007,INABIOEC,John Littner Clark,1998-03-20,1998.0,3.0,20.0,Ecuador,-79.73333,0.35,500 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Tree, 6 m tall. Perianth white. Stamens yellow. Quadrat 5; Tree 4.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5007,
6843,INABIOEC,David A. Neill,1986-01-04,1986.0,1.0,4.0,Ecuador,-77.6,-1.0667,400 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 15 m. Nombre común: lacao o cara caspi. La corteza se desprende en tiras largas, y se la utiliza para hacer canastas. Inventario forestal, Parcela 5 Bloque 5 #5.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=6843,
7056,INABIOEC,Tamara Núñez,1997-06-10,1997.0,6.0,10.0,Ecuador,-79.73333,0.35,540 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 6 m de altura. Hojas rugosas. Inflorescencias blancas en racimos, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7056,
7130,INABIOEC,Inés Padilla,1994-12-02,1994.0,12.0,2.0,Ecuador,-78.1333,-2.25,1070 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 4m de altura. Flores blancas-cremas, anteras amarillas. Frutos verdosos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7130,
7209,INABIOEC,Walter Armando Palacios Cuenca,0000-00-00,1995.0,1.0,0.0,Ecuador,-78.95,-4.0833,960 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 4 m de altura. Tépalos exteriores verdes, e interiores blancos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7209,
7222,INABIOEC,Walter Armando Palacios Cuenca,1991-10-29,1991.0,10.0,29.0,Ecuador,-79.0167,-4.0667,1500 - 1700 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,Árbol de 5 m de altura; 6 cm DAP. Copa densa. Corola crema. Anteras amarillas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7222,
8085,INABIOEC,Germán Toasa,1999-02-12,1999.0,2.0,12.0,Ecuador,-78.2478,-2.2206,1540 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Arbusto 4 y 7.5 cm, frutos verdes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8085,
8380,INABIOEC,Jorge Zaruma,1985-12-12,1985.0,12.0,12.0,Ecuador,-77.8333,-1.05,600 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbolito de 4 m, frutos verdosos pubes- centes, creciendo junto a quebrada en el bosque intervenido.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8380,
139060,INABIOEC,Grady Linder Webster,1990-07-31,1990.0,7.0,31.0,Ecuador,-77.7833,-0.6333,1600 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,Common arborescent shrub 2-5 m high; corolla white.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139060,
139061,INABIOEC,Nestor Saltos,2004-01-05,2004.0,1.0,5.0,Ecuador,-79.2175,-1.2783,575 m-785 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 8 metros de altura; con un diametro de 15,4 cm; tronco cilíndrico, inflorescencia color crema; hojas con vellosidades. Árbol 2,21.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139061,
139062,INABIOEC,Ana Mariscal,2010-12-20,2010.0,12.0,20.0,Ecuador,-78.5286,0.2342,1654 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol de 4 m. flores blancas, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139062,
140069,INABIOEC,Efraín Liborio Freire Mayorga,2015-12-08,2015.0,12.0,8.0,Ecuador,-79.720278,-3.576944,2332 m,Actinidiaceae,Saurauia,herthae,Saurauia herthae,Sleumer,,,"Árbol, 5 m de alto, frutos verdes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=140069,
3933,INABIOEC,Aída Álvarez,1992-04-30,1992.0,4.0,30.0,Ecuador,-77.91666,-0.68333,2250 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Arbusto de 2 m de altura. Hojas simples decusadas. Flores blancas pentámeras. Usos: frutos comestibles, alimento para pavas de monte. Nombre común: moquillo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=3933,
4318,INABIOEC,Jorge Caranqui,2000-12-15,2000.0,12.0,15.0,Ecuador,-78.386944,-3.641111,1800 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol de 4 m. Flores blancas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4318,
4320,INABIOEC,Jorge Caranqui,2002-08-22,2002.0,8.0,22.0,Ecuador,-78.1833,-2.2667,956 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol de 3m de alto. Flores cremosas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4320,
4443,INABIOEC,Carlos Eduardo Cerón Martínez,1991-04-18,1991.0,4.0,18.0,Ecuador,-78.45,-2.633333,1700 - 1750 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol de 6 m de altura. Flores blancas. TJ 85.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4443,
4447,INABIOEC,Carlos Eduardo Cerón Martínez,1987-01-17,1987.0,1.0,17.0,Ecuador,-77.6,-1.0667,450 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbolito de 6m. Subtendido en el borde de quebrada Flores axilares verdeblancuzcas con espinas cortas. Bosque primario,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4447,
4450,INABIOEC,Carlos Eduardo Cerón Martínez,1988-10-22,1988.0,10.0,22.0,Ecuador,-77.6,-1.0667,450 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbolito de 7 m. Ramas pendientes en borde de quebrada. Flores blancas. Bosque primario.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4450,
5003,INABIOEC,John Littner Clark,1998-04-30,1998.0,4.0,30.0,Ecuador,-77.8,-0.7333,1700 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Tree, 3 m tall. Inflorescence an axillary raceme. Petals white.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5003,
5582,INABIOEC,Laurence Joseph Dorr,1989-06-18,1989.0,6.0,18.0,Ecuador,-78.3167,-2.7167,740 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Small tre,, 3-4 m. tall. Petals white. Anthers yellow.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5582,
5859,INABIOEC,Edgar Gudiño Jara,1990-07-04,1990.0,7.0,4.0,Ecuador,-77.9158,-1.5,800 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Árbol pequeño de 7 m de altura; a orilla de carretera. Hojas cartonosas flexibles; envés claro, haz obscuro. Flores cremas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5859,
6844,INABIOEC,David A. Neill,1989-12-13,1989.0,12.0,13.0,Ecuador,-77.5333,-0.7167,1000 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Tree 7 m tall. Growing beside Río Huataraco amid boulders. Fruits greenish-white.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=6844,
6846,INABIOEC,David A. Neill,2005-09-06,2005.0,9.0,6.0,Ecuador,-78.2281,-3.0486,670 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Tree about 15 m tall, 16.3 cm DBH. Tree # 2.07 in plot. Only one individual > 10 cm DBH in plot. Floral buds with brown pubescence.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=6846,
6849,INABIOEC,David A. Neill,1985-11-16,1985.0,11.0,16.0,Ecuador,-77.4833,-0.9833,,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Árbolito de 5 m, en sotobosque. Corola blanca, androceo amarillo. Nombre quichua: 'rayu paju panga' o 'ni- na curu paju' . Se usa para curarse de un gusano que infecta el pellejo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=6849,
7089,INABIOEC,Benjamin Øllgaard,1989-02-06,1989.0,2.0,6.0,Ecuador,-78.5833,-3.9167,1250 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Tree. Flowers white.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7089,
7905,INABIOEC,Ricardo M. Rueda,1992-08-10,1992.0,8.0,10.0,Ecuador,-77.6,-1.0667,380 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Herbácea 1.5 m, flores blancas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7905,
8084,INABIOEC,Germán Toasa,2003-10-13,2003.0,10.0,13.0,Ecuador,-77.9139,-3.0208,400 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Árbol de 6 m. Flores blancas, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8084,
8209,INABIOEC,José Homero Vargas López,1995-03-09,1995.0,3.0,9.0,Ecuador,-78.3,-1.35,1800 - 2000 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Arbusto de 4 m de altura. Flores blancas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8209,
8214,INABIOEC,José Homero Vargas López,1999-01-06,1999.0,1.0,6.0,Ecuador,-77.85,-0.63333,2400 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Liana, botones florales rojizos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8214,
8215,INABIOEC,José Homero Vargas López,1999-01-11,1999.0,1.0,11.0,Ecuador,-77.85,-0.6167,2195 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Arbusto de 2 m, botones florales verdes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8215,
8338,INABIOEC,Vlastimil Zak,1989-04-01,1989.0,4.0,1.0,Ecuador,-76.9167,-1.25,320 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Arbusto de 8-10 m. Flores: cáliz verde; corola blanca.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8338,
8379,INABIOEC,Jorge Zaruma,1986-09-13,1986.0,9.0,13.0,Ecuador,-77.0333333,-0.4333333,250 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Árbol 8 m. altura. Corola blanca con es- tambres amarillos, cáliz verde-amari - llo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8379,
139064,INABIOEC,Ana Mariscal,2002-09-23,2002.0,9.0,23.0,Ecuador,-77.6085,-1.0752,436 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,"Árbol juvenil de 2,5 m de altura y 1,6 cm de DAP. Hojas pubescentes, simples, alternas; margen aserrado; envéz de color claro. Frutos drupáceos redondos pubescentes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139064,
153115,INABIOEC,Calaway Homer Dodson,1984-08-04,1984.0,8.0,4.0,Ecuador,-77.783333,-1.066667,501 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol 7 m de alto. Flres blanco con estambres amarillo.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=153115,
153117,INABIOEC,Calaway Homer Dodson,1984-08-04,1984.0,8.0,4.0,Ecuador,-77.783333,-1.05,500 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol 7 m de alto. Flres blanco con estambres amarillo.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=153117,
159920,INABIOEC,Walter Armando Palacios Cuenca,1989-01-09,1989.0,1.0,9.0,Ecuador,-76.9167,-1.25,320 m,Actinidiaceae,Saurauia,prainiana,Saurauia prainiana,Buscal.,,,Árbol 4 m altura. Hojas subcoriáceas con olor astringente. Botones florales verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=159920,
4444,INABIOEC,Carlos Eduardo Cerón Martínez,1987-11-03,1987.0,11.0,3.0,Ecuador,-78.5,0.0833,1800 - 3356 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,"Árbol de 8 m. Tallitos pilosos color café. Flores en racimos axilares, color verde-blanco.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4444,
4454,INABIOEC,Carlos Eduardo Cerón Martínez,1987-12-04,1987.0,12.0,4.0,Ecuador,-79.15,-0.9167,1800 - 2000 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,Árbolito de 6 m. Tallos alargados. Flores color blanco.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4454,
5378,INABIOEC,S. Bibiana Cuamacás,1992-06-11,1992.0,6.0,11.0,Ecuador,-78.4333,0.3333,2200 - 2500 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,"Árbol mediano de 25 m de altura, 20 cm DAP. Colectado al borde de río Azabí. Fuste recto. Corteza externa café- rojiza, 0.6 cm de espesor; interna blanca. Flores con pétalos blancos, estambres amarillos. Usos: Postes para cercas, leña. Nombre común: Moquillo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5378,
7036,INABIOEC,Fernando Nicolalde-Morejón,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,1960 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,"Árbol de 5-7 m. Hojas coriáceas. Pétalos y sépalos blancos, numerosas estambres amarillas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7036,
7825,INABIOEC,Wilson Rojas,2000-03-17,2000.0,3.0,17.0,Ecuador,-78.6467,-0.0456,2600 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,Árbolito 4 m. Hojas y pecíolo ligeramente pubescente. Estambres amarillos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7825,
7826,INABIOEC,Wilson Rojas,2000-03-13,2000.0,3.0,13.0,Ecuador,-78.6311,-0.0456,2300 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,Árbolito 5 m. Hoja y pecíolo ligeramente pubescente.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7826,
139070,INABIOEC,Diana Margoth Fernández Fernández,2002-12-07,2002.0,12.0,7.0,Ecuador,-78.5,0.1833,1980 m,Actinidiaceae,Saurauia,pseudostrigillosa,Saurauia pseudostrigillosa,Buscal.,,,"Árbol de 7 m de alto y 7,2 cm de DAP.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139070,
4315,INABIOEC,Jorge Caranqui,2002-02-22,2002.0,2.0,22.0,Ecuador,-78.45,-1.5,2950 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de 4 m. de alto, flores cremosas,estambres amarillos.Envez verde brillante pubescente.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4315,
4446,INABIOEC,Carlos Eduardo Cerón Martínez,1992-05-02,1992.0,5.0,2.0,Ecuador,-78.5,0.0833,2830 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de más de 8 m, flores color blanco. Nombre común: cuñalulun. Los frutos comen las ""Pavas de monte,"" también come el hombre. Los fustes se usa para confeccionar bateas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4446,
4448,INABIOEC,Carlos Eduardo Cerón Martínez,1987-09-17,1987.0,9.0,17.0,Ecuador,-78.5,0.0833,1800 - 3356 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,Árbolito de 6 m. Hojas pubescentes color manteca. Flores color blanco; cáliz pubescente color manteca. Nombre común: Cuñalulum. Bosque ligeramente alterado.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=4448,
5377,INABIOEC,S. Bibiana Cuamacás,0000-00-00,1992.0,0.0,0.0,Ecuador,-78.4333,0.3333,2800 - 3000 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol mediano de 20 m de altura, 25 cm DAP. Corteza externa café-rojiza, 0.6 cm de espesor; interna blanca. Hojas quebradizas y pubescentes con el envés ferrugíneo. Flores con pétalos blancos, estambres amarillos y pedúnculo ferrugíneo. Usos: Postes de cerca; leña. Nombre común: Moquillo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=5377,
7057,INABIOEC,Tamara Núñez,1994-09-03,1994.0,9.0,3.0,Ecuador,-78.4833,0.1,2800 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de 6 m de altura. Tallo rugoso. Hojas ferrugíneas ásperas. Flores amarillas, estambres amarillos. Silvestre sus frutos maduros son comestibles tanto para los humanos como para los pavos de monte; el fuste se usa para confeccionar bateas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7057,
7827,INABIOEC,Wilson Rojas,2000-03-13,2000.0,3.0,13.0,Ecuador,-78.545,-0.043,2600 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol 9 m, 29.4 cm DAP. Envés densamente pubescente. Infértil.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7827,
7855,INABIOEC,Daniel Rubio,1990-08-11,1990.0,8.0,11.0,Ecuador,-78.5833,0.3333,3000 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,Árbol de 6 m de altura. Inflorescencia en botón cremosa. Pétalos blancos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7855,
8202,INABIOEC,José Homero Vargas López,1999-11-06,1999.0,11.0,6.0,Ecuador,-78.6333,0.0333,2275 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de 12 m, DAP de 24 cm, tallos pubescentes, flores blancas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=8202,
139072,INABIOEC,Efraín Liborio Freire Mayorga,2007-05-07,2007.0,5.0,7.0,Ecuador,-78.8715,0.1701,1182 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol con flores de pétalos blancos, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139072,
139073,INABIOEC,Elsa R. Toapanta,2006-11-17,2006.0,11.0,17.0,Ecuador,-78.5413,-0.0296,2753 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,Árbol con tallos y hojas puscencentes; botones florales.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139073,
139075,INABIOEC,Efraín Liborio Freire Mayorga,2007-07-20,2007.0,7.0,20.0,Ecuador,-78.6566,-0.2222,2959 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de 7 m de alto, flores pétalos blancos, estambres amarillos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139075,
139077,INABIOEC,Elsa R. Toapanta,2007-02-27,2007.0,2.0,27.0,Ecuador,-78.6065,-0.0971,2852 m,Actinidiaceae,Saurauia,tomentosa,Saurauia tomentosa,Spreng.,,,"Árbol de 7 m de alto , frutos verdes y blancos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=139077,
